id,TotalStreamCounts,PeakStreamCounts,PeakPosition
3yWacnoBnM0lrzLmXAk44d,5324727.0,66137.0,22.0
3z6En4mQQJiDQquVkOcBam,161869.0,31830.0,117.0
3ztP5O7dJSha2PG429eUCb,1820367.0,45079.0,43.0
40jjlmDAskFndmzjWVoCQk,1644811.0,72305.0,27.0
40pWxpbXoBYGPCiofujjZ6,12726641.0,120673.0,6.0
41DlPJXKTCypXdf2eSqa03,25735257.0,212221.0,3.0
41aMYNen9G7uUbqLfV65cF,10628578.0,22626.0,54.0
42mIT9wfmgA48DTN8GmCxX,605139.0,19494.0,15.0
43T0YSkbVXO2gBTJriZhdU,79338.0,6331.0,89.0
44UFK3c62FzOHSemTpz8ZM,109508.0,2715.0,166.0
44sYmL97Lv8mEbzgANFkPD,3004113.0,49907.0,61.0
45Mswno1F7FoZkcmQkp7fi,27752072.0,70460.0,1.0
45PPoUgqs3JrhkZGEzSUHT,15499550.0,38634.0,14.0
486dVHo58R4EhBQjcYF2NX,4169349.0,186537.0,3.0
4A4Qdq6Jl4XilO2FS1sq2y,565626.0,22381.0,125.0
4AT7ZRCPu3jDxA4Y22IO22,2016743.0,23294.0,26.0
4AgFXIVT7hVhBZ5DEOaLu3,25478136.0,45833.0,2.0
4CUvVaAYuXtvYURLFz7EIL,52943500.0,72647.0,2.0
4CjJf5bzvv5ZuLf2FJqlWY,2332671.0,24371.0,24.0
4CrTXVuKQnFlIoscIDgMCq,186149.0,27730.0,53.0
4ElFTH8hqX7XkzRbCtktfi,1048664.0,43462.0,68.0
4HHtyJdZVuefcyRmBUcyth,1165435.0,42328.0,26.0
4Iz5EWPCAT8jYNk4IpLoll,25985235.0,40430.0,9.0
4Jp3HONKA2ztto0nDs8Qgt,144637.0,5498.0,110.0
4LAdZsiks8vsw3e1iZQgVY,1744088.0,27877.0,145.0
4LOhNmNsr4JSSQqTIsrUo1,2424561.0,13196.0,7.0
4MRXbWH2BzuUZcoabj6HRh,12167545.0,21029.0,22.0
4Mne52NZGUzdlPZSzjQM5f,90898.0,24877.0,67.0
4N99EuIjwSSFFFMDfTeOLU,18043584.0,37267.0,58.0
4NTanSVXBkQ2NmDEbr2vLE,17062160.0,133015.0,5.0
4NjYMfjV1bonlQxQFUjE4Y,3467098.0,21739.0,69.0
4OXAneZHFJyQV1RuzCzmH3,6013064.0,40391.0,69.0
4PCh6DAkUYKnEmvjV4ouOs,3735626.0,110581.0,4.0
4QjxvzEFwb63NZ1pp3wvHy,1142743.0,44136.0,3.0
4QkTMKgtkI6P9v9NRzSswS,893720.0,38452.0,93.0
4RZJObXQzsKQLd25LBjBG8,2896438.0,22889.0,43.0
4Rbnxa7kFSpCHNPJ3uZhtR,5307892.0,28199.0,8.0
4RwQ5UUOgphhjBM8zF62RQ,496657.0,21459.0,27.0
4S0uLMXRoAjFfIJOW7A8aW,15063499.0,29622.0,2.0
4UxaMIzEAHLGmNeLoutSaL,8607.0,4366.0,172.0
4V1BqUA97pWQpPB3gxWwoQ,2740939.0,29322.0,3.0
4V2MZcxyltQ4oKSdXOZoV0,137728.0,10237.0,70.0
4Wc98oLOg1IuVCGqIhTDVj,98463.0,6517.0,157.0
4Wxtt0dAbPrXZDu4wfR8dN,928537.0,16795.0,123.0
4X2iEvLVDm1Acd8Xmxw1ZC,5615298.0,45054.0,3.0
4XYIKLWUw0QYjcftHNvAYW,1773899.0,48959.0,48.0
4XkEva4YsNmPQBLe8V126L,1292214.0,23397.0,115.0
4XzIYDVTvh1H4Egm50RuLw,32111.0,6945.0,113.0
4YJVXeScYoka1p1cAWRqlM,518282.0,45095.0,48.0
4YSryHqsD82Krc81l1EJD5,5755567.0,30655.0,48.0
4ZEcVT9Po6mt11r7dr95jB,162400.0,24517.0,72.0
4ZVb8ZUjzUJOTP1RNqUC9y,240774.0,20766.0,93.0
4a5wfF0SGh3XnDSvihVw79,801159.0,5374.0,73.0
4acXEYw7ayyJnm9GXDrqiL,10976216.0,175789.0,3.0
4av2EVm9R6KhtXjxKUGTW5,41896.0,13673.0,100.0
4cS5TlYZ4OlOVKYaSvmZK3,8284.0,1912.0,43.0
4cdY6unqCUrHHI7KOELiaq,119240.0,26125.0,153.0
4cdlZnUEuT8EYisPQkf01g,2025079.0,42351.0,52.0
4eeflgjzTF8xN8U2E0dech,14775879.0,115622.0,7.0
4exlWP8cokkWVCvyP3kg7c,48916157.0,256080.0,1.0
4feNnnBOPGY8VaoIk1Q0Mp,109799.0,22075.0,87.0
4fj4Jn4nw8fGX8xdbCntJf,37697575.0,121365.0,7.0
4fpd6aRKixkz7usrx7QQkh,83384.0,3850.0,124.0
4gaxEUZE4z9pJAVTSFwgQI,16696350.0,73218.0,26.0
4h3K653rm69JYWpO4du2BJ,18601985.0,30754.0,70.0
4hdOYl6xm8ry6hZzn9pBqw,1879659.0,78344.0,19.0
4ih9noxBfg7euMjCPO0qNH,24878567.0,87287.0,1.0
4inMQ83GNpQ2OHDredH5hW,219247.0,7760.0,143.0
4jWmhzf53Q0ZvZMuGdiR9x,29544021.0,91252.0,7.0
4kjA6oaloTf6ndyntyhZx8,200726.0,21804.0,68.0
4nXrVH5xwN1w6TpmP7uu8n,35462540.0,205802.0,4.0
4oGgxjxVOI69h9uOpHOzwn,5319705.0,82195.0,8.0
4pE1DzYULn6pgud2WcqNs3,2350747.0,74005.0,6.0
4pLNKd4adQqEUvDfm4Q6wC,1517812.0,36847.0,30.0
4pVdTj38qEwfPNjv1LYbu0,88434.0,18685.0,141.0
4qJSUFwZFouto5VZUlln75,32880123.0,56659.0,30.0
4qYfRfSxsmhJ1WMaywtLyI,44924273.0,355680.0,1.0
4r12MbGoZQBt6SQpFyFXq8,520552.0,33405.0,74.0
4r7hIDwLsasMfj6nk2Wrib,2589882.0,24371.0,24.0
4rIBbB1vt0lEKDG2UTmfP0,3583377.0,49764.0,44.0
4rPrBNnDgdZpS5gosHv0yr,1813264.0,19631.0,23.0
4s9KzC1CduhQWbekLNCLLB,78157.0,7969.0,102.0
4tqXSj46umlymdIxqY8zso,13033674.0,95386.0,12.0
4uZs35Zm7ivjQCM7v5nQj8,1404268.0,22088.0,109.0
4wC1f4Of7cufpkMCESrvAn,207715.0,12030.0,55.0
4wKcqsZZz2tN4JV7WQfQ70,349184.0,22388.0,8.0
4warbIYK76jjJOe87170eZ,69883.0,8318.0,157.0
4wuiHjpRp6Wm0SbNPvDs0W,755288.0,34551.0,90.0
4yD0oJQJOi8KknbskNpjGC,1328419.0,29120.0,86.0
4z5dAyLMnkKSHkOkwbR1RX,573923.0,14514.0,25.0
4zKM1dGCOYC2NYN8itGRQz,93190.0,19247.0,100.0
4zZ8Ulh3NTPoBLZjdVCm8e,182214.0,24908.0,65.0
50NsdT6u77MIFociYnvzsG,1789746.0,16895.0,1.0
5106KTen3ogiqKTYXnPbsW,798047.0,13483.0,37.0
51CcyloBVIi3VarN6KbSjv,62619.0,7410.0,83.0
51bYFYWODfYOZU0rwvjiCc,6227948.0,27624.0,27.0
52cD79EubHFgrw4lW0AnGB,2517069.0,50816.0,32.0
53UddVPWHb9p46hhcq5ix4,372548.0,16588.0,114.0
53zusvCJkyGYjEZ6bnLIjh,5597084.0,33631.0,45.0
54EzTMmlLYab5d9psfwmxZ,316454.0,23230.0,23.0
54UNNgtE3zzERwTuWSQLqd,27367797.0,44709.0,4.0
55K3e7BGewGDUJ4ZQwkh7M,66804.0,8750.0,134.0
569B75eNRVDABuNz286Npc,111082.0,15277.0,33.0
56n21o9wtl9IjFVsGe7BG1,6497069.0,22794.0,55.0
57lYw21pS9FprSeJimskIC,3112120.0,69344.0,1.0
59LeatGytui1mQleoiEnWM,1864348.0,46699.0,48.0
5AmFbL7MClvRYfzae0EUHn,206765.0,20826.0,151.0
5AsZiMkbxLlR68WM3HHKWZ,476779.0,33839.0,93.0
5B66uVtd4X6Tls9I2VQm4N,5204512.0,26504.0,25.0
5BJqg07SKgmFnVLOBmLFvq,3036755.0,26266.0,99.0
5BO3cbaQDOtf9uZajElRAB,51006.0,7838.0,171.0
5BTzf3doGTigDIYUFtbkI9,40423066.0,66841.0,16.0
5Bti0azlFhMattVY76qFr9,33169240.0,39662.0,12.0
5C1O3fpMsiisJpHiB1uuDf,18249907.0,84953.0,11.0
5FFVQGnZuJt9iAYpasTeq4,2352967.0,49223.0,21.0
5FLgwSb4vP10d0nIo5N0tR,32417.0,3960.0,153.0
5Fmtix3LkYpcXI7nVFpEyC,812828.0,27918.0,22.0
5Fx8zxEEaPMkwzM00JFr3N,2081836.0,13828.0,78.0
5GXCpnyiCviIiAiZn13tzn,1795870.0,6530.0,62.0
5H7UgZQk2p5x4nmeuDjmE4,2657264.0,51277.0,3.0
5HuDnBhNLj5m865LowtgZQ,1483785.0,48662.0,19.0
5ID0XfoI7DalBK8veu0MFC,667389.0,108360.0,9.0
5IO873C4IP8pXdsXcJiBes,3134786.0,17933.0,66.0
5IZDnmnMBzLnE6APoYL26d,8900698.0,212221.0,3.0
5J3m0taZ0W1E9HTE0MwcSv,27992513.0,102198.0,7.0
5J90ah0ppUSev1uahqQiN6,20336998.0,41923.0,15.0
5JTZCDMaElB4ZBJc41YhMB,1689539.0,50804.0,31.0
5JoQSuMrHdu7BcgIY9hDcX,1927317.0,55682.0,42.0
5K2VTtm9skwbbVP54E0I4E,2000773.0,91151.0,6.0
5KWeHCDuYBslakPuaoQ9yB,1085213.0,27877.0,4.0
5KYv3kORBKUmVEoqbRRWxt,2509691.0,32372.0,9.0
5Msoarj5hk9LguTtiIyqug,16643559.0,77787.0,2.0
5NxZpeMGUQ5T5At5xZM5Hf,1087612.0,20869.0,26.0
5OrpSDeWfWr33q0a5Ydfhr,877862.0,42730.0,65.0
5P5lTAd4r6ro0rMpjwg34u,91804.0,10156.0,65.0
5P7kRfpLaQRQsHKhgqximh,724867.0,41732.0,25.0
5PFMVgxcZ5BXQQHCi8vsCM,732459.0,52989.0,12.0
5PGh9MyKry8slG5AfvD1eD,11950838.0,68412.0,11.0
5Pm00siVfiAzfwKiYa3C4U,132036.0,4442.0,92.0
5S2ObREaW7Dl1XMMC7SxGX,1680364.0,82913.0,10.0
5T6j0rfpCDBzAxC8Fpd0N7,37240677.0,61643.0,1.0
5TtNxUZBjYR4wgzOpHpS7h,5879540.0,59906.0,14.0
5U30iZBlmxkpHqzb1OSnBS,10369068.0,23591.0,73.0
5U5aFzSWZVGe5gg8eCc8ft,2084043.0,5881.0,62.0
5UeD0rVFJXXl3HGjKiZbrt,256967.0,3567.0,143.0
5VGOYjxkEaf19LoRPIolD2,3351633.0,46440.0,59.0
5WHuqG7vz4Hy0BU47fPpVp,1817898.0,6051.0,102.0
5Wgify5hhk544rP3bSp38q,2210504.0,27985.0,48.0
5WkJN8HoGWMrd0yDI0OxwA,315706.0,32818.0,87.0
5Y2oddbjVGb9vr3ZQroSQF,47362.0,8266.0,117.0
5Yau5Tu3KRT9ojyIsv59Um,24868.0,5537.0,122.0
5YiNxgEQQTuFi5dKLxxjWm,7406290.0,55872.0,26.0
5YiqPAVbiFUj1G1qvbXo0X,7827699.0,47055.0,9.0
5ZFkQ67FtnmtWLVh2AkAhi,147628.0,24276.0,133.0
5bDYi5F6QeZvjxzF6WUfea,5396696.0,127409.0,5.0
5c1jQljrWLboweMtHesFT1,247531.0,21700.0,171.0
5ca1aUHYwTDNO5E6unithq,2277548.0,84737.0,21.0
5cml547MByVlaVrKU2lJTg,17004730.0,41906.0,17.0
5cn5oHiXJTLiuthgbgfkMh,6355066.0,34747.0,100.0
5dZHey2U2xrNpvgyop8URS,5054961.0,39287.0,2.0
5f4u0kPnU21qNe6fXgAUiV,3960196.0,59002.0,23.0
5gBLuVQ6Ba7Ab6nlTROxFY,2060394.0,26950.0,40.0
5gn0Df0Aa7EM98shC3daR6,1537432.0,34032.0,114.0
5i17rzCuZfYVzoP441PXGu,52898.0,10069.0,88.0
5iMdP8UpQS4Vn43R30fhhs,216204.0,20336.0,111.0
5iZHnufFUgATzrpGgH1K0W,38949535.0,49111.0,1.0
5jL0h9UUmy8NXq5Kz0E7Po,242501.0,13077.0,73.0
5kJMW3pK49PvQDtpVryHf5,4112291.0,34332.0,20.0
5lGvFOz1d6659Llxqx1qAH,212919.0,29284.0,123.0
5m6oe6saYJkVSbouNrNfUw,400382.0,36125.0,105.0
5mBWIm9EGnhZRYBYgAS72m,4762594.0,29322.0,3.0
5mG5cQE6SEYxnGCX3I09IC,4253536.0,78362.0,2.0
5nD5PVXUkIpv0WcwfNFrgS,19658065.0,34739.0,3.0
5oCu6XaPGcaTmpMX3NnQ4m,22518.0,12039.0,41.0
5oaIMITSxQkzWe03fh2FUU,70128.0,5827.0,149.0
5pf3f5rhtUnZ1PeTcHKVdz,3741287.0,11073.0,8.0
5pjrSk2jdRrFUfQuCQrQC9,2314324.0,29577.0,4.0
5ppEcbmLECxrMYgDxwIJaP,1118689.0,23082.0,138.0
5qbjUmVV1yOOjcMOInNPYD,14334242.0,43660.0,11.0
5qr3vaUs2uL0kdyPnNG3VA,97435.0,8013.0,86.0
5rvn7zGZYmFDq27Y2P7tPu,67854.0,6524.0,92.0
5sGAdzerznua6nkFZr4jW6,2701955.0,44383.0,58.0
5tGyy0xulegIEiuJij70WY,189315.0,18682.0,9.0
5tdz7T4hTxA1ipJMBe24uX,7052584.0,36257.0,67.0
5usije28Kb2Dvzg1kZaa21,36612.0,7976.0,108.0
5uye47llqkE8Oyn56Y3IkW,1233297.0,14086.0,16.0
5v3J1lYjtJgEM1buAa1Oe5,512025.0,31336.0,45.0
5xfeQsy7aUdM1pHvTRZMDI,320950.0,14086.0,46.0
5yNB5nPXblrSwtS9d0ssAU,2555014.0,42726.0,56.0
5yrPkBvOBvqfSjDhoRzDlO,10766704.0,67302.0,3.0
62SFLTN7txImu8pQwBMP6A,14246090.0,72863.0,3.0
62bwj2FZsr0ljcap1FEf8g,5240993.0,60265.0,39.0
62yjCIcPBDX9v2XubelRxt,44300.0,4120.0,86.0
63q4o5Nh1ykbhdo4rKEW9c,4953976.0,17250.0,24.0
63qZf6349d3ngku9hrzLac,4620230.0,38756.0,5.0
63sss8NjI2cmUWe1D3WwnS,284694.0,19651.0,177.0
64PCybDxes3edHijrcsPV4,5275306.0,126177.0,5.0
64uzIqhEOq1veSVO03Ux7D,1329964.0,37459.0,88.0
6523STZxyVjkdIKPB6CHfH,628238.0,14615.0,20.0
65uxT4ZGe6eOABj1g5V2Fj,461057.0,9233.0,72.0
66KCoeGPimoVR3FInucM9Q,704220.0,18670.0,16.0
67Cxa088HT5J5OJ0SWB6Ip,1061959.0,15096.0,93.0
67XDF7KTKW0aBj1Sj3gi6x,42646.0,5473.0,138.0
696w9BHmEY62myVCSDyrYW,7172069.0,15304.0,6.0
69CA72t8PPWgEFExXhuqII,681523.0,37998.0,64.0
69EwGs863aPS8olgCWtZ8J,33726.0,5524.0,160.0
6AH74QQxzjqTsvj7lFQoqy,586027.0,26394.0,112.0
6Aq4aOWwYShupneZy71zE4,777147.0,38478.0,29.0
6B4AdZzwagId7wvWeJEkiq,1169399.0,19425.0,10.0
6Bh5qRgU4AysQh3Vv2N5Nt,877313.0,15055.0,49.0
6C1uzaA6dThCNQt89fk4kJ,87478.0,16903.0,104.0
6D94p9ASguBcYlDC0o56vx,24968593.0,84048.0,22.0
6DyotcCWPqKQT8YWireU6L,11608453.0,33116.0,62.0
6GJi4nSZOiTOU2FhsgxWyH,18268906.0,93035.0,1.0
6GUGn0yUS6PvyYIXOoaT4j,1245668.0,48932.0,18.0
6HE6jZ7J0T6Rry0lcGTZYv,415308.0,15364.0,21.0
6HGOxrNik4iPurqStawTFQ,7463940.0,455604.0,1.0
6HpkHTTwfVmSoopeloHqOp,4774573.0,65888.0,4.0
6Hs2xIgB8nzyGFDvVA8lFa,33769209.0,53572.0,2.0
6IHLOkgZftkcqS3fM0jMCT,14636734.0,115073.0,9.0
6INhamAhXUTRuXliyDirMV,556046.0,34551.0,90.0
6IQ4jy1T0Ddkfmo8gfrzL4,32030.0,5990.0,104.0
6IUEwlNgVnT5CYeBuq6DTH,2008124.0,105240.0,3.0
6IXoUck5836HxHL4y1DoYu,58858.0,15817.0,61.0
6ImWeruCQWxZ9WNodYwjvg,174875.0,28618.0,128.0
6IrjIvxxqZuidkENjW72Q5,232890.0,8755.0,105.0
6JCgjW0daPZ2hkkciOPTX4,57761.0,9468.0,117.0
6KgZf5gZgF1KLNxq1qZgHP,24654085.0,117363.0,6.0
6MgCMS8q3NA89TnVuPLvIN,3094941.0,74005.0,6.0
6NAlg9IZh3T3uQVeBtmjo3,181387.0,11637.0,50.0
6NCBemUJvjspFiLuATSUm3,192467.0,17900.0,31.0
6P7xEmk7ZZYz0AV84uOwiW,4420540.0,88873.0,10.0
6Q2oEdOhRjZ1DTv2a7j0lN,5789496.0,36787.0,86.0
6Rah0twMGdoudVfDpscqpo,127119.0,23422.0,133.0
6SdPpLl72QarBuaxv7FNGw,1145729.0,46796.0,22.0
6SjnTRDyTM162pPOAM0O8M,838493.0,20089.0,36.0
6SlgEjTI7VVT7FVFfDAx17,176485.0,8709.0,70.0
6VXVYATpQXEIoZ97NnWCmn,48268285.0,81046.0,2.0
6VvFEO2TRnAm3AIjItNSuU,189510.0,38061.0,42.0
6Wi18yv3aoO0ZF4uulguof,5232059.0,26039.0,43.0
6Yr49px8UOb8LEwY2eORNV,1228463.0,5374.0,73.0
6a1uj8onBHUi6TKSREPxHY,1464363.0,56377.0,41.0
6aeU5IH8DB1qHK5jRFTNUv,3360659.0,27510.0,4.0
6ahYdGHGTfy83VwR4AhQi9,309798.0,24027.0,130.0
6avf87RlBlDYMbdcRx2tDK,694211.0,37711.0,73.0
6bXmKNVe9YIjoyDbz04nWg,2071125.0,14088.0,31.0
6cVohsG3hJgnctUZ1eLJFH,299444.0,10070.0,54.0
6cc5PzJUddXskJGHJINw9F,717398.0,126630.0,4.0
6e7oHe23DEca4sEOgu5bPd,220181.0,49500.0,35.0
6eOD2p1cGmxLiYA0UR03O1,140761.0,28162.0,69.0
6eZXnm0149lcpJYP2GAPvP,120369.0,24058.0,75.0
6ecdnYq7ob5tvxlT3U2xwV,1305741.0,30879.0,141.0
6f7M5UzYYeLFCMIBQhxk2J,10423793.0,98191.0,5.0
6fDa6IEt8EAFkHH4hShFK4,2935953.0,15731.0,59.0
6hLEsk1t37XKNwtTQ3iI1b,1080978.0,25447.0,16.0
6hUpxEKFSjS8metuA1yxlf,7125536.0,46377.0,40.0
6iXGivPFpsqKmrINhIbPvx,33209268.0,38152.0,8.0
6jOP08e9PHDnoF3reZcePE,3460741.0,32513.0,4.0
6jcLKVmEKAQIXIVHJZ8vzS,21799794.0,39253.0,39.0
6jdOqxknJi9PTw32wd3eJZ,480178.0,50804.0,31.0
6kCU6i8iRrAAmJJ8Sj4JYC,13165871.0,54371.0,37.0
6lhwqbxrVsfCdTpfb7ga34,1738462.0,44135.0,47.0
6lmJXxTcLTe6bdgwSfTqhO,1087548.0,11255.0,27.0
6m1oexLqQpf9nbrkrHXOWc,1770623.0,18380.0,80.0
6mnkGSgd8eHVv1C38pDP9o,1395835.0,15491.0,69.0
6muALFzH8p6LSY7b4vwOdi,72136.0,3416.0,100.0
6omqlTpk0xulezHygipOZx,388215.0,31595.0,86.0
6osYEcGOlS3jEedcW96GlM,40830.0,3321.0,13.0
6r5o9yIc16ZvymXUKJQ1yy,6173269.0,110137.0,7.0
6s9xQXSKc8tYMe1ZH5aiYs,1637779.0,53169.0,28.0
6sIWcLjuMvOcxAfMOx1kbB,1537542.0,32768.0,56.0
6uxuJ8Fr1AAfSPJUF9N1yr,31667080.0,52709.0,1.0
6xKs4CnVadRzdNZ48vhT27,4921046.0,40590.0,48.0
6xNed18guKRAOZMkvlxFA5,268262.0,31595.0,86.0
6yLbighkE0kn1OH9zd4aBi,302716.0,53513.0,27.0
6zrQLaZG0OlT63oUDwFKri,2709221.0,21568.0,56.0
703QXwWn5KdNaoviarYHAO,4198782.0,41687.0,1.0
70SyyW2Z1A5UNY3g8bPo5I,1740015.0,17241.0,2.0
70cMlm2Ib00pnJHtjMem9b,184005.0,4404.0,101.0
719Z1dnp95fwmbs2st1PKn,177375.0,25869.0,64.0
72NMPuJCRsOUoXQJdzVfdo,6508736.0,102313.0,11.0
72ictTz6o0dusD2QpCn4bn,8714835.0,55921.0,31.0
73ax9vvEPz8yXm9TCrn2Y1,764085.0,47257.0,40.0
74WxAcXpJGlxjGee6elaiX,196013.0,27181.0,70.0
74bsZnXDo2BKMeFJcEPLb9,92877.0,12348.0,57.0
758HpAro9xbPugUESFncw0,473743.0,33905.0,43.0
75NgcOsgURBLTPpRzAsxp0,296916.0,5577.0,141.0
76LJNZFUi9NOGkpZnIIRVX,347774.0,51921.0,31.0
76UWLyJm10LudXC3rdYSRO,1242083.0,41582.0,74.0
76zJmpyMFX49tGT3u06JaK,1158384.0,53839.0,5.0
786cTF2koRtvnQd4HZCrJi,1926593.0,44135.0,47.0
78lw4wahFNotXb0mOEtPkM,12422772.0,65984.0,19.0
79ME0P8ch9estARqe674HK,1312073.0,19992.0,8.0
7AD5F85waSb3yZxZxEXhJM,20369331.0,40552.0,20.0
7Cjsw965r7mVK888ZqP6Wo,8350624.0,90031.0,17.0
7CoOFEoC3xg3iJ2srBsizf,1729407.0,26992.0,95.0
7D9tiidrBDQRgCENeIhko0,651074.0,46242.0,32.0
7ESH2ntyD5Bb1XckoJU554,2988636.0,105464.0,8.0
7EaPodlfG3tbhshy7MKzTL,657010.0,33815.0,39.0
7Ebm9NxzNhUX2FxzBl1kwm,545485.0,68348.0,15.0
7FX4Ae2nf5U6Y42AEMR9lc,2054303.0,68089.0,19.0
7KNVYQdx7arRoeEJi9C9IR,796720.0,4924.0,78.0
7LVrrX8pkzI9fMF88nGabt,34086522.0,105992.0,1.0
7MObIQOs5ESkbcihA9dcsz,1007819.0,29679.0,17.0
7bgTQM4WaCDHMVxYxP78qq,712780.0,35130.0,107.0
7bmk1GEufZOrycr3HXZGN2,54290.0,7872.0,74.0
7bn8ckDTI4EQIKZ6jRL4K0,338332.0,28689.0,46.0
7eDrdQ7PK9Xm1CZCKWsgmH,12525101.0,33009.0,17.0
7fBS3lMEHU3XIzn6lXgH3X,533857.0,20957.0,12.0
7fCeYpR02Q8JVuD88hJZVT,15142076.0,148256.0,6.0
7fFvPlrcO79gXfErRuqaoC,1337147.0,4633.0,5.0
7fNHfgOxPLcg4mQLhCnOHB,15819387.0,33415.0,82.0
7h2zqUH4bYyknNUxsYnS5V,15330774.0,31354.0,30.0
7hkvAaJNRlnetwv8Se2kDA,2929951.0,31609.0,43.0
7hzVxbVA6Y5t9YDzpSgdRS,2195749.0,28078.0,5.0
7j3XQm7RR8T2EzaYtYK4rc,15311101.0,46450.0,43.0
7jLSThU5Kg1RWt19Leiaxm,50241780.0,88934.0,1.0
7jbnA8sL3dpOYRrFrVURf0,430159.0,20386.0,83.0
7kKu4NWeBh01I6aTIEP9bg,6693539.0,71212.0,25.0
7kgzRBNkBRArtTPkYjWLYT,34714280.0,48512.0,7.0
7kpNUrBDYDoX6QKGzrBD1R,18631508.0,60604.0,8.0
7lkWAB0Ru7WEa0mkdgiqJG,3766931.0,41297.0,1.0
7mA9oPfWSMXKOdPZqyow55,127694.0,35439.0,59.0
7mblTCdc14ylJ1JW71MODb,7679912.0,108635.0,10.0
7nmpSarD95GZjdlzIpSKZR,73205.0,10558.0,111.0
7oBUoEbCDF748UkHnLusUB,26445693.0,28374.0,4.0
7oX6qKTnKeVG6iT0qG1i29,4541049.0,25133.0,31.0
7paCdW3grnoEi95tjO1OkG,7805773.0,33706.0,91.0
7pqx5vF7DzkVtEdsXQ9iua,3337309.0,53169.0,28.0
7rBaTQRsf7BHcFfvXQBSHR,111319.0,11047.0,124.0
7rIPVGTU46ILYVrrblSu4P,183172.0,15791.0,57.0
7rjtRM1AgmmraeTTX8tofW,4550151.0,178552.0,1.0
7sZgN8O9VpGPbNv4TWfvTy,188645.0,12245.0,99.0
7sZgr8RsXkDwkmiQok691a,3890094.0,28892.0,73.0
7skGrIrRzO0APhASzAKfNi,1748394.0,7416.0,84.0
7ssVARiCxa9KentfZXhZEr,532511.0,22780.0,8.0
7td8DTWoGC9u9db37mGHX6,13172328.0,74246.0,6.0
7uowi8hg7oAnwhOddWyy5r,6171.0,2041.0,37.0
7vJyCz6Q8AE13xfPo6iQAz,2041276.0,12985.0,7.0
7vKjOiBl4LiaQaPM3M0UwW,829359.0,43346.0,79.0
7wHBNIBO353lf9aVvmUydT,1509400.0,5739.0,54.0
7wj9sGlHGTMQ28liyi48hz,29761279.0,256080.0,1.0
7wkX67ruxr3x2GFz6vyIX9,26104431.0,52709.0,1.0
7yfcQynap4xcNqnydaFw83,5307921.0,84805.0,8.0
7zKDCM8YoeC3tqHV5ZmFuy,607221.0,5643.0,95.0
7ztDtVVfNu7HWsMlN49QPa,71162.0,10622.0,57.0
