id,date,vn_position,vn_stream_count,global_position,global_stream_count
22oXPVbCf30gA4uMIvPvpP,Total,,265146.0,,
22oXPVbCf30gA4uMIvPvpP,Peak,88.0,12388.0,,
23SUnSd024ACX7u1AUXsGc,Total,,6159703.0,,
23SUnSd024ACX7u1AUXsGc,Peak,4.0,87366.0,,
24eClW0wZh5fFEFwsUWdSG,Total,,5483006.0,,
24eClW0wZh5fFEFwsUWdSG,Peak,13.0,85734.0,,
255vSRpVq5YYKBJiem1BVx,Total,,23109564.0,,
255vSRpVq5YYKBJiem1BVx,Peak,3.0,86091.0,,
25edeHHueINMguqu9emCyV,Total,,34994903.0,,
25edeHHueINMguqu9emCyV,Peak,1.0,40279.0,,
26zqmmkqUK6mCc87XDzPym,Total,,12468224.0,,
26zqmmkqUK6mCc87XDzPym,Peak,9.0,108360.0,,
27AEQr4wqfHyVpwgFgnGs6,Total,,3676104.0,,
27AEQr4wqfHyVpwgFgnGs6,Peak,56.0,48486.0,,
27F22WcGDyl4Z2KylVJkXL,Total,,10753087.0,,
27F22WcGDyl4Z2KylVJkXL,Peak,13.0,43724.0,,
27Z9T0mSWHYWSj9SNOGvyt,Total,,26896347.0,,
27Z9T0mSWHYWSj9SNOGvyt,Peak,18.0,47735.0,,
27fqy8VruqYZlKiK1qfwEd,Total,,4332198.0,,
27fqy8VruqYZlKiK1qfwEd,Peak,4.0,58605.0,,
28bxbqNcAuNxYDZYet6eZ7,Total,,26592051.0,,
28bxbqNcAuNxYDZYet6eZ7,Peak,4.0,73730.0,,
28ncfVOBRp3HGweSZ6Wb8C,Total,,1071436.0,,
28ncfVOBRp3HGweSZ6Wb8C,Peak,155.0,27510.0,,
29Tj2R8sZZ3fzlXZVe1OyY,Total,,5266083.0,,
29Tj2R8sZZ3fzlXZVe1OyY,Peak,34.0,67131.0,,
29VSQCxul5FNmpi4gVR7Qn,Total,,540173.0,,
29VSQCxul5FNmpi4gVR7Qn,Peak,116.0,23951.0,,
29cUOvKfTmx9SFDC73QHv5,Total,,512156.0,,
29cUOvKfTmx9SFDC73QHv5,Peak,37.0,34035.0,,
2AA4UcXp2WRvsU9cyHT6Vy,Total,,3122555.0,,
2AA4UcXp2WRvsU9cyHT6Vy,Peak,4.0,43229.0,,
2AA5DB0Ehi28UdYrAU9xnA,Total,,2260857.0,,
2AA5DB0Ehi28UdYrAU9xnA,Peak,13.0,87857.0,,
2AVDBKzxzTjLB91WVTfIlA,Total,,707061.0,,
2AVDBKzxzTjLB91WVTfIlA,Peak,11.0,90731.0,,
2Asy51yFMEG8Qjh15kvQeD,Total,,2987347.0,,
2Asy51yFMEG8Qjh15kvQeD,Peak,95.0,32840.0,,
2BqQ5ZM73pNugfd6NteCPe,Total,,1376434.0,,
2BqQ5ZM73pNugfd6NteCPe,Peak,7.0,23623.0,,
2CFC7iLurCyDYuXQcfem2l,Total,,6616397.0,,
2CFC7iLurCyDYuXQcfem2l,Peak,60.0,38145.0,,
2CH9JPCmEx4F3nm6TwHPxs,Total,,413733.0,,
2CH9JPCmEx4F3nm6TwHPxs,Peak,24.0,54474.0,,
2DeraySaI3fomlDF6S2NZa,Total,,374887.0,,
2DeraySaI3fomlDF6S2NZa,Peak,88.0,14191.0,,
2DzFmWhrnRHROJuxW5e1t2,Total,,1104827.0,,
2DzFmWhrnRHROJuxW5e1t2,Peak,110.0,25363.0,,
2G5ujw3rrWcAXQqT8PVnrz,Total,,1108046.0,,
2G5ujw3rrWcAXQqT8PVnrz,Peak,109.0,33631.0,,
2Gt0kVB7kHnJZi0GTJe4Qm,Total,,687105.0,,
2Gt0kVB7kHnJZi0GTJe4Qm,Peak,111.0,3634.0,,
2I9QJOvD1lamK9tHffY4La,Total,,312924.0,,
2I9QJOvD1lamK9tHffY4La,Peak,82.0,26399.0,,
2Jaaw8PrdUfPlU6o6tL5dl,Total,,16515878.0,,
2Jaaw8PrdUfPlU6o6tL5dl,Peak,2.0,24806.0,,
2JuHIbFudHwDqQssgqsH3i,Total,,22956581.0,,
2JuHIbFudHwDqQssgqsH3i,Peak,6.0,102900.0,,
2LX16d9LWQxmlUiOfxHKYO,Total,,304831.0,,
2LX16d9LWQxmlUiOfxHKYO,Peak,23.0,16963.0,,
2LhaQUFez282XCuTDSTDcV,Total,,2334715.0,,
2LhaQUFez282XCuTDSTDcV,Peak,7.0,37993.0,,
2MFqzQ3eJPM1dHCaioyU1s,Total,,513132.0,,
2MFqzQ3eJPM1dHCaioyU1s,Peak,108.0,28351.0,,
2MT5rzYA4ZPCRZlbXyV660,Total,,83974.0,,
2MT5rzYA4ZPCRZlbXyV660,Peak,150.0,6723.0,,
2MjpqyEA73TzenhDmj0RFN,Total,,2157025.0,,
2MjpqyEA73TzenhDmj0RFN,Peak,52.0,11939.0,,
2Nwi8X3bmgKU1zMQUsDTah,Total,,226967.0,,
2Nwi8X3bmgKU1zMQUsDTah,Peak,118.0,16123.0,,
2OBZtEg8DXhICWYd6yvicf,Total,,869390.0,,
2OBZtEg8DXhICWYd6yvicf,Peak,25.0,39963.0,,
2P9M7q49JXnwiab4TosOpW,Total,,861683.0,,
2P9M7q49JXnwiab4TosOpW,Peak,63.0,4684.0,,
2PYDUM2IC01FOTDLQdFxJP,Total,,20186864.0,,
2PYDUM2IC01FOTDLQdFxJP,Peak,24.0,32070.0,,
2Pwou3Q2Cf59RxdX2V6MgV,Total,,7107351.0,,
2Pwou3Q2Cf59RxdX2V6MgV,Peak,9.0,114677.0,,
2QCbYz4XN9mzi5LJBuB3iP,Total,,123666.0,,
2QCbYz4XN9mzi5LJBuB3iP,Peak,84.0,26335.0,,
2QUU1AtY5fndKDNbr17EFk,Total,,4475628.0,,
2QUU1AtY5fndKDNbr17EFk,Peak,9.0,66943.0,,
2QpMK4mvdyFW5N0JYohVdW,Total,,361613.0,,
2QpMK4mvdyFW5N0JYohVdW,Peak,93.0,13330.0,,
2QyOYFAxW2khNYee4yeT6r,Total,,1483264.0,,
2QyOYFAxW2khNYee4yeT6r,Peak,13.0,29222.0,,
2SjNAO9lrQYRlXJK5pXWcn,Total,,17814.0,,
2SjNAO9lrQYRlXJK5pXWcn,Peak,86.0,3514.0,,
2SmnoPHetB88xJwC6HJHGv,Total,,2861537.0,,
2SmnoPHetB88xJwC6HJHGv,Peak,14.0,59906.0,,
2SqS42nIu3vLVYOaFelbar,Total,,119340.0,,
2SqS42nIu3vLVYOaFelbar,Peak,72.0,22044.0,,
2TqjLbM2E5I4ce6iWTdXly,Total,,870026.0,,
2TqjLbM2E5I4ce6iWTdXly,Peak,93.0,13223.0,,
2VHXCihhlSC2lUFoCaemRN,Total,,6285674.0,,
2VHXCihhlSC2lUFoCaemRN,Peak,5.0,39586.0,,
2VqK7TIkcS7QYyubTvXqOW,Total,,372520.0,,
2VqK7TIkcS7QYyubTvXqOW,Peak,120.0,5981.0,,
2X2mIfNW5ZtLmVgpm9rgUX,Total,,1113252.0,,
2X2mIfNW5ZtLmVgpm9rgUX,Peak,25.0,42800.0,,
2YuINjtFaEi9E9WRv90bK6,Total,,1331063.0,,
2YuINjtFaEi9E9WRv90bK6,Peak,12.0,92294.0,,
2ZJTmYNOA8k21yUtLXJG57,Total,,6390482.0,,
2ZJTmYNOA8k21yUtLXJG57,Peak,2.0,78050.0,,
2Zos792uWaDCqqnmPaBH1x,Total,,322444.0,,
2Zos792uWaDCqqnmPaBH1x,Peak,25.0,22672.0,,
2a5hng9yXtbjtTVVm9UviC,Total,,21670921.0,,
2a5hng9yXtbjtTVVm9UviC,Peak,16.0,81175.0,,
2bCmM1oT89JOpA8EdDJ51g,Total,,46119.0,,
2bCmM1oT89JOpA8EdDJ51g,Peak,47.0,9098.0,,
2bxVMMRP6AHvUVXHQrIBy9,Total,,338633.0,,
2bxVMMRP6AHvUVXHQrIBy9,Peak,64.0,12005.0,,
2cHvbenIXJdO2yYWQry26q,Total,,681462.0,,
2cHvbenIXJdO2yYWQry26q,Peak,80.0,9267.0,,
2cJyuhqcXvd6ccvAn8NXsL,Total,,5423438.0,,
2cJyuhqcXvd6ccvAn8NXsL,Peak,33.0,37446.0,,
2ctmaWoBxLBYiZB7AKmK1D,Total,,4248015.0,,
2ctmaWoBxLBYiZB7AKmK1D,Peak,32.0,51469.0,,
2dPJtlvoa3GDowCh035M8P,Total,,4345855.0,,
2dPJtlvoa3GDowCh035M8P,Peak,34.0,60224.0,,
2dURSB1lDn5qiOyHLEZ34I,Total,,48897.0,,
2dURSB1lDn5qiOyHLEZ34I,Peak,7.0,3811.0,,
2ddbldKhKrYvOBbYa87cbj,Total,,6290667.0,,
2ddbldKhKrYvOBbYa87cbj,Peak,8.0,102944.0,,
2e6uyFP80Vuaz7V7bDWD0e,Total,,1611899.0,,
2e6uyFP80Vuaz7V7bDWD0e,Peak,45.0,47364.0,,
2fDFssQASymjUb2B3XYdpf,Total,,1137332.0,,
2fDFssQASymjUb2B3XYdpf,Peak,47.0,43655.0,,
2fxGSbMxakUf8XUd00rmED,Total,,4030411.0,,
2fxGSbMxakUf8XUd00rmED,Peak,91.0,12975.0,,
2g68ePl7VMltuOiuSTAz7I,Total,,2341978.0,,
2g68ePl7VMltuOiuSTAz7I,Peak,48.0,27985.0,,
2gJJvC4a3BJogzRciwTZU8,Total,,183204.0,,
2gJJvC4a3BJogzRciwTZU8,Peak,92.0,39401.0,,
2gT5LL3uRANxvvmDxaULbQ,Total,,3781933.0,,
2gT5LL3uRANxvvmDxaULbQ,Peak,3.0,5594.0,,
2hLg1Pbi7UFMGGBqOPY5Rb,Total,,106984.0,,
2hLg1Pbi7UFMGGBqOPY5Rb,Peak,132.0,17910.0,,
2jcdws2044suWnDo8DTcKC,Total,,143508.0,,
2jcdws2044suWnDo8DTcKC,Peak,133.0,27096.0,,
2kauMp3YNHXULGXyJh4321,Total,,16715340.0,,
2kauMp3YNHXULGXyJh4321,Peak,7.0,133074.0,,
2kenOIzz3AlVKF7wGqzH3F,Total,,152290.0,,
2kenOIzz3AlVKF7wGqzH3F,Peak,96.0,11259.0,,
2klsSb2iTfgDh95Ak9uWY2,Total,,4886189.0,,
2klsSb2iTfgDh95Ak9uWY2,Peak,15.0,21356.0,,
2lGGlexu72TnPQPUHd8NWt,Total,,407278.0,,
2lGGlexu72TnPQPUHd8NWt,Peak,38.0,18580.0,,
2mYjBkAtCUXRG2ioQmv3Rm,Total,,100609.0,,
2mYjBkAtCUXRG2ioQmv3Rm,Peak,73.0,10401.0,,
2naHX4cacns359w3ugyt3P,Total,,4045182.0,,
2naHX4cacns359w3ugyt3P,Peak,44.0,57311.0,,
2o4dDfLK6NVI7TjBm5VoMv,Total,,18930903.0,,
2o4dDfLK6NVI7TjBm5VoMv,Peak,26.0,38201.0,,
2oVLEoBVDvYrGmzrU7dEm5,Total,,17356943.0,,
2oVLEoBVDvYrGmzrU7dEm5,Peak,5.0,158606.0,,
2qWP5ZarXRsdmxzz3L3BtP,Total,,17715148.0,,
2qWP5ZarXRsdmxzz3L3BtP,Peak,22.0,36124.0,,
2qc4FFBylFT5YhvMJMX50R,Total,,2837620.0,,
2qc4FFBylFT5YhvMJMX50R,Peak,28.0,60585.0,,
2rDtJL39iMme6RgWnETEWP,Total,,347540.0,,
2rDtJL39iMme6RgWnETEWP,Peak,131.0,27616.0,,
2sJZUN3ymHgsLCqGCbszBJ,Total,,442133.0,,
2sJZUN3ymHgsLCqGCbszBJ,Peak,8.0,11073.0,,
2tAd0IDLH3nE8gJlxuB1bt,Total,,43566.0,,
2tAd0IDLH3nE8gJlxuB1bt,Peak,9.0,3599.0,,
2tZjAcLcg7k0p0c1wA3Ggk,Total,,183920.0,,
2tZjAcLcg7k0p0c1wA3Ggk,Peak,76.0,21049.0,,
2tg8L2ls1k19B2SvRKBnJh,Total,,2553702.0,,
2tg8L2ls1k19B2SvRKBnJh,Peak,11.0,27555.0,,
2uZmeuNAxSm7XfVIwLkhCx,Total,,24344022.0,,
2uZmeuNAxSm7XfVIwLkhCx,Peak,12.0,77847.0,,
2vRkwfiy4Se8ddUSkdMTmQ,Total,,352515.0,,
2vRkwfiy4Se8ddUSkdMTmQ,Peak,24.0,20798.0,,
2zRzmGerfTxc2epZHgaTdh,Total,,17378026.0,,
2zRzmGerfTxc2epZHgaTdh,Peak,18.0,32935.0,,
307iMiCYAKX6sUG7P4UKWt,Total,,7995890.0,,
307iMiCYAKX6sUG7P4UKWt,Peak,5.0,34079.0,,
30CXPFiHrPmKxAxPpiMlLw,Total,,858370.0,,
30CXPFiHrPmKxAxPpiMlLw,Peak,100.0,33565.0,,
31Rxc3kfQjI7WpaRKskQs2,Total,,298094.0,,
31Rxc3kfQjI7WpaRKskQs2,Peak,94.0,4399.0,,
32K6zBYFUUxKrdsoZd7k3v,Total,,1031678.0,,
32K6zBYFUUxKrdsoZd7k3v,Peak,101.0,10128.0,,
33S16Xa5cZmLPhn6eZI4Nm,Total,,7178751.0,,
33S16Xa5cZmLPhn6eZI4Nm,Peak,70.0,43831.0,,
33SYx5viijwLGMqfl50FKI,Total,,1728759.0,,
33SYx5viijwLGMqfl50FKI,Peak,15.0,50514.0,,
33dIUFKBA7U5KHs1fdBw8b,Total,,155088.0,,
33dIUFKBA7U5KHs1fdBw8b,Peak,46.0,31823.0,,
33weHbON0j21ZPUMc0ZKTt,Total,,2789001.0,,
33weHbON0j21ZPUMc0ZKTt,Peak,12.0,17283.0,,
3440g8awr2l0E5Yy2X5Epk,Total,,22600917.0,,
3440g8awr2l0E5Yy2X5Epk,Peak,3.0,67302.0,,
34uOIsoy6ETS2sxOTWBRDF,Total,,6486616.0,,
34uOIsoy6ETS2sxOTWBRDF,Peak,1.0,157209.0,,
35gc5FTZehQ5DF2BI6wkgf,Total,,3840036.0,,
35gc5FTZehQ5DF2BI6wkgf,Peak,20.0,92581.0,,
36OyVzUmUFb1MTTzy3YXbh,Total,,7938170.0,,
36OyVzUmUFb1MTTzy3YXbh,Peak,2.0,142985.0,,
36fgG6NiEuQXznNgf5y2Ck,Total,,4014695.0,,
36fgG6NiEuQXznNgf5y2Ck,Peak,28.0,75516.0,,
37GNTP4wB0QSkUwcTWLHKg,Total,,1289499.0,,
37GNTP4wB0QSkUwcTWLHKg,Peak,43.0,22144.0,,
37KEMM9tMw5Tb5GWlBmOVM,Total,,263164.0,,
37KEMM9tMw5Tb5GWlBmOVM,Peak,177.0,18807.0,,
37PyxXH5vlbNcYwxOHbfFn,Total,,231756.0,,
37PyxXH5vlbNcYwxOHbfFn,Peak,51.0,17187.0,,
37kfF2bDr3O2qmOYNTgDMT,Total,,1009732.0,,
37kfF2bDr3O2qmOYNTgDMT,Peak,46.0,25038.0,,
37od1g713ZvI32VA2diR9L,Total,,828599.0,,
37od1g713ZvI32VA2diR9L,Peak,85.0,21790.0,,
37ull7GiBZRLhWYDBIYZzW,Total,,4070569.0,,
37ull7GiBZRLhWYDBIYZzW,Peak,10.0,126466.0,,
38MI5LpTajiO3A0DQGcCmu,Total,,1002421.0,,
38MI5LpTajiO3A0DQGcCmu,Peak,23.0,44313.0,,
38rjRVqEHSlDRrDWDvjkqW,Total,,19825488.0,,
38rjRVqEHSlDRrDWDvjkqW,Peak,1.0,93035.0,,
38sxHKwaMeDAn4ppmilyas,Total,,604391.0,,
38sxHKwaMeDAn4ppmilyas,Peak,5.0,29013.0,,
39KWnPNEvbXt423CzjvBfA,Total,,2487217.0,,
39KWnPNEvbXt423CzjvBfA,Peak,77.0,37310.0,,
3A0QLMQn0XqmCrJMInLhYg,Total,,884902.0,,
3A0QLMQn0XqmCrJMInLhYg,Peak,59.0,38433.0,,
3A9A7mfVDVm3rrS9SMGhg5,Total,,18468303.0,,
3A9A7mfVDVm3rrS9SMGhg5,Peak,18.0,68056.0,,
3AejRjgBsFV4HWHjJmmEP7,Total,,15975812.0,,
3AejRjgBsFV4HWHjJmmEP7,Peak,20.0,30954.0,,
3BnD2G2bRvtRiLssSQY8oE,Total,,186795.0,,
3BnD2G2bRvtRiLssSQY8oE,Peak,157.0,7955.0,,
3COYA2vgfcUhDyRlVpZy5p,Total,,20220445.0,,
3COYA2vgfcUhDyRlVpZy5p,Peak,4.0,191589.0,,
3CyGK8BeJ5iCunpzvHyINs,Total,,5568345.0,,
3CyGK8BeJ5iCunpzvHyINs,Peak,8.0,76085.0,,
3DLtPObflLQBodZN8qGODT,Total,,25206960.0,,
3DLtPObflLQBodZN8qGODT,Peak,14.0,51796.0,,
3EQjXzlXY0dyOovq0Awe91,Total,,3960884.0,,
3EQjXzlXY0dyOovq0Awe91,Peak,6.0,111738.0,,
3ER1r0HipeSSu7YNImC6vd,Total,,4746235.0,,
3ER1r0HipeSSu7YNImC6vd,Peak,58.0,45704.0,,
3ESeHjnPRxAg4mW3KsFyXi,Total,,812074.0,,
3ESeHjnPRxAg4mW3KsFyXi,Peak,92.0,7991.0,,
3ET3xHCLMGd57u06A9RjJ0,Total,,13670128.0,,
3ET3xHCLMGd57u06A9RjJ0,Peak,65.0,43102.0,,
3EuOQ0v6LxsNFSf3BF5wrw,Total,,19932.0,,
3EuOQ0v6LxsNFSf3BF5wrw,Peak,157.0,1364.0,,
3EvZ9Ztgy03uUhxlv8PLf3,Total,,453121.0,,
3EvZ9Ztgy03uUhxlv8PLf3,Peak,26.0,41272.0,,
3Gr6ucPp3qJbBZ3yrGmZTt,Total,,263998.0,,
3Gr6ucPp3qJbBZ3yrGmZTt,Peak,40.0,34500.0,,
3HJ0EW4kd9S1NRCm039Fsk,Total,,9209567.0,,
3HJ0EW4kd9S1NRCm039Fsk,Peak,1.0,29133.0,,
3I024mr4TcQb8W9cNVe0ze,Total,,1251276.0,,
3I024mr4TcQb8W9cNVe0ze,Peak,23.0,50939.0,,
3Ids3RXurYBgySph53qWnB,Total,,5049765.0,,
3Ids3RXurYBgySph53qWnB,Peak,14.0,93035.0,,
3J3nv18iIrOhca1ZWNeuyW,Total,,9915754.0,,
3J3nv18iIrOhca1ZWNeuyW,Peak,110.0,29720.0,,
3K7RddI2L8Wiv7uIbrhfLc,Total,,19499888.0,,
3K7RddI2L8Wiv7uIbrhfLc,Peak,10.0,78132.0,,
3LGNVNZeEIUwdzDvnUO73V,Total,,3620831.0,,
3LGNVNZeEIUwdzDvnUO73V,Peak,40.0,18525.0,,
3LfiZlWffAqGOAQ6sKjoJP,Total,,633718.0,,
3LfiZlWffAqGOAQ6sKjoJP,Peak,88.0,10207.0,,
3LlEZ4J1ORcgP1WmTF9pIX,Total,,33650.0,,
3LlEZ4J1ORcgP1WmTF9pIX,Peak,143.0,5930.0,,
3MlvHVRytWiXpSHEeZVF0I,Total,,942835.0,,
3MlvHVRytWiXpSHEeZVF0I,Peak,80.0,39180.0,,
3Ndroo5HpBKKTRGYReAYHM,Total,,2408070.0,,
3Ndroo5HpBKKTRGYReAYHM,Peak,58.0,36681.0,,
3Nn9QjxOEj1pleW9xTG6cq,Total,,10577582.0,,
3Nn9QjxOEj1pleW9xTG6cq,Peak,12.0,108915.0,,
3NvH1v6NOxlawEoCXjg9sK,Total,,1684003.0,,
3NvH1v6NOxlawEoCXjg9sK,Peak,69.0,34025.0,,
3O3h5nceJQgZ6wMIPCoJzj,Total,,577000.0,,
3O3h5nceJQgZ6wMIPCoJzj,Peak,85.0,32258.0,,
3OVMe3H6iAxbLF8iD2UYrw,Total,,25820250.0,,
3OVMe3H6iAxbLF8iD2UYrw,Peak,1.0,432060.0,,
3P3rcI48wwVEgxF5vPM6pG,Total,,11592740.0,,
3P3rcI48wwVEgxF5vPM6pG,Peak,46.0,37756.0,,
3QjcsqERv4IfmopRvXFoWB,Total,,1779211.0,,
3QjcsqERv4IfmopRvXFoWB,Peak,55.0,45723.0,,
3Sg9sJ1VxG91hvcRFrVuH7,Total,,1611335.0,,
3Sg9sJ1VxG91hvcRFrVuH7,Peak,29.0,5729.0,,
3U5WFUIgOaA1U7GdTs4yjQ,Total,,3885639.0,,
3U5WFUIgOaA1U7GdTs4yjQ,Peak,1.0,40781.0,,
3XCp5o1FUpAH0aj2Hmj5yz,Total,,10698108.0,,
3XCp5o1FUpAH0aj2Hmj5yz,Peak,9.0,98721.0,,
3YctJXK6kznnWl68TnYobN,Total,,35360713.0,,
3YctJXK6kznnWl68TnYobN,Peak,3.0,108365.0,,
3Yfedn84e2VLXSVwmowqEn,Total,,754527.0,,
3Yfedn84e2VLXSVwmowqEn,Peak,7.0,38742.0,,
3ZbZtdEw9U0uZW4tZItIwq,Total,,37796212.0,,
3ZbZtdEw9U0uZW4tZItIwq,Peak,4.0,133158.0,,
3b34161QoxLwsqhWSPy9i5,Total,,32492207.0,,
3b34161QoxLwsqhWSPy9i5,Peak,1.0,32516.0,,
3bEAVuzTJ1Pd4ZGj2ykqnB,Total,,3584.0,,
3bEAVuzTJ1Pd4ZGj2ykqnB,Peak,65.0,1466.0,,
3bZGGKrMQLDGg18y2QqKFF,Total,,7456180.0,,
3bZGGKrMQLDGg18y2QqKFF,Peak,5.0,34079.0,,
3dvkpe9FEekxxgaQtxOHQI,Total,,6751373.0,,
3dvkpe9FEekxxgaQtxOHQI,Peak,26.0,26946.0,,
3fw9v7CztM2mqu1jCtbg9f,Total,,2056921.0,,
3fw9v7CztM2mqu1jCtbg9f,Peak,26.0,41119.0,,
3g0Dwgd36QRmPecFIoubg4,Total,,1463176.0,,
3g0Dwgd36QRmPecFIoubg4,Peak,33.0,38231.0,,
3ho1OQb9SFtCt3MIiRZ8Si,Total,,2951415.0,,
3ho1OQb9SFtCt3MIiRZ8Si,Peak,8.0,33993.0,,
3hqOrxH5qPlvrApcb7Ac8c,Total,,22976252.0,,
3hqOrxH5qPlvrApcb7Ac8c,Peak,23.0,58305.0,,
3i6VNcn9dFpU1K2ZaMFHTC,Total,,1007191.0,,
3i6VNcn9dFpU1K2ZaMFHTC,Peak,74.0,27416.0,,
3keyZ8cXkQ57melgiAsJ5m,Total,,595649.0,,
3keyZ8cXkQ57melgiAsJ5m,Peak,35.0,32862.0,,
3kwb99PcsCYFYcFB0jTr1a,Total,,77984.0,,
3kwb99PcsCYFYcFB0jTr1a,Peak,71.0,37483.0,,
3kxFvcB92qQg9wl52CQ7aV,Total,,3204845.0,,
3kxFvcB92qQg9wl52CQ7aV,Peak,17.0,41687.0,,
3lgCCIj5kUu8IAbJarm9oz,Total,,470520.0,,
3lgCCIj5kUu8IAbJarm9oz,Peak,89.0,25178.0,,
3nAwC1qVqRQYiRCrp6q1dU,Total,,5347054.0,,
3nAwC1qVqRQYiRCrp6q1dU,Peak,118.0,24502.0,,
3nHbNyuUsVmtwHAcpeOrZR,Total,,248690.0,,
3nHbNyuUsVmtwHAcpeOrZR,Peak,58.0,7985.0,,
3nkG7srXxyvQpEgiMjQgDm,Total,,138583.0,,
3nkG7srXxyvQpEgiMjQgDm,Peak,70.0,24727.0,,
3nnTAS4qhgtZaWtx4MkKQ0,Total,,24461.0,,
3nnTAS4qhgtZaWtx4MkKQ0,Peak,108.0,7563.0,,
3nw5vYaH4qVx8joq3qhtNx,Total,,6028429.0,,
3nw5vYaH4qVx8joq3qhtNx,Peak,85.0,26444.0,,
3oIKYROTi2wREKdnqq3yAp,Total,,222028.0,,
3oIKYROTi2wREKdnqq3yAp,Peak,96.0,25642.0,,
3pbbEjmAWUHbGgWV8evyfd,Total,,233697.0,,
3pbbEjmAWUHbGgWV8evyfd,Peak,45.0,21704.0,,
3pgwxYRPbYIC6C1J2FPge8,Total,,1037466.0,,
3pgwxYRPbYIC6C1J2FPge8,Peak,7.0,39091.0,,
3pmDpi2XUdGGInqXQbOIaM,Total,,959968.0,,
3pmDpi2XUdGGInqXQbOIaM,Peak,107.0,33334.0,,
3puPTaE5acvWNGaNSoM3wT,Total,,325274.0,,
3puPTaE5acvWNGaNSoM3wT,Peak,159.0,13301.0,,
3qllaNK66kKxX123f0eKpj,Total,,1661317.0,,
3qllaNK66kKxX123f0eKpj,Peak,75.0,38028.0,,
3rtOU0GwlsbCNiCqEDLZUN,Total,,5303583.0,,
3rtOU0GwlsbCNiCqEDLZUN,Peak,37.0,59020.0,,
3rxbssNItXaXyqc0wJUsYC,Total,,1353752.0,,
3rxbssNItXaXyqc0wJUsYC,Peak,11.0,81977.0,,
3sV8ExJeOGXbanczafavZv,Total,,7564777.0,,
3sV8ExJeOGXbanczafavZv,Peak,1.0,64684.0,,
3uT8QfoX0BE8ZJa4h98LDW,Total,,28966564.0,,
3uT8QfoX0BE8ZJa4h98LDW,Peak,3.0,166219.0,,
3ukrFH17Zl6iEZ2QJ1Zwiy,Total,,34134919.0,,
3ukrFH17Zl6iEZ2QJ1Zwiy,Peak,2.0,67762.0,,
3un8UkiPHJjlsrTHQnisXH,Total,,21948276.0,,
3un8UkiPHJjlsrTHQnisXH,Peak,1.0,355680.0,,
3vWCRttEOSRmXZs8jfAPSX,Total,,1049363.0,,
3vWCRttEOSRmXZs8jfAPSX,Peak,10.0,76068.0,,
3vsmNXDJsCUt2ESWPwFaAv,Total,,1878659.0,,
3vsmNXDJsCUt2ESWPwFaAv,Peak,47.0,49743.0,,
3wn8HJNjkY4wzTBy35ZvQ6,Total,,16949382.0,,
3wn8HJNjkY4wzTBy35ZvQ6,Peak,7.0,46115.0,,
3wrzXRNJVxwOByPpYjyujB,Total,,491874.0,,
3wrzXRNJVxwOByPpYjyujB,Peak,100.0,8335.0,,
3xlhYIhZ7heAvohmw3uyfd,Total,,105805.0,,
3xlhYIhZ7heAvohmw3uyfd,Peak,50.0,30157.0,,
3yWacnoBnM0lrzLmXAk44d,Total,,5324727.0,,
3yWacnoBnM0lrzLmXAk44d,Peak,22.0,66137.0,,
3z6En4mQQJiDQquVkOcBam,Total,,161869.0,,
3z6En4mQQJiDQquVkOcBam,Peak,117.0,31830.0,,
3ztP5O7dJSha2PG429eUCb,Total,,1820367.0,,
3ztP5O7dJSha2PG429eUCb,Peak,43.0,45079.0,,
40jjlmDAskFndmzjWVoCQk,Total,,1644811.0,,
40jjlmDAskFndmzjWVoCQk,Peak,27.0,72305.0,,
40pWxpbXoBYGPCiofujjZ6,Total,,12726641.0,,
40pWxpbXoBYGPCiofujjZ6,Peak,6.0,120673.0,,
41DlPJXKTCypXdf2eSqa03,Total,,25735257.0,,
41DlPJXKTCypXdf2eSqa03,Peak,3.0,212221.0,,
41aMYNen9G7uUbqLfV65cF,Total,,10628578.0,,
41aMYNen9G7uUbqLfV65cF,Peak,54.0,22626.0,,
42mIT9wfmgA48DTN8GmCxX,Total,,605139.0,,
42mIT9wfmgA48DTN8GmCxX,Peak,15.0,19494.0,,
43T0YSkbVXO2gBTJriZhdU,Total,,79338.0,,
43T0YSkbVXO2gBTJriZhdU,Peak,89.0,6331.0,,
44UFK3c62FzOHSemTpz8ZM,Total,,109508.0,,
44UFK3c62FzOHSemTpz8ZM,Peak,166.0,2715.0,,
44sYmL97Lv8mEbzgANFkPD,Total,,3004113.0,,
44sYmL97Lv8mEbzgANFkPD,Peak,61.0,49907.0,,
45Mswno1F7FoZkcmQkp7fi,Total,,27752072.0,,
45Mswno1F7FoZkcmQkp7fi,Peak,1.0,70460.0,,
45PPoUgqs3JrhkZGEzSUHT,Total,,15499550.0,,
45PPoUgqs3JrhkZGEzSUHT,Peak,14.0,38634.0,,
486dVHo58R4EhBQjcYF2NX,Total,,4169349.0,,
486dVHo58R4EhBQjcYF2NX,Peak,3.0,186537.0,,
4A4Qdq6Jl4XilO2FS1sq2y,Total,,565626.0,,
4A4Qdq6Jl4XilO2FS1sq2y,Peak,125.0,22381.0,,
4AT7ZRCPu3jDxA4Y22IO22,Total,,2016743.0,,
4AT7ZRCPu3jDxA4Y22IO22,Peak,26.0,23294.0,,
4AgFXIVT7hVhBZ5DEOaLu3,Total,,25478136.0,,
