id,date,vn_position,vn_stream_count,global_position,global_stream_count
1aw1KeS9sT1mKPzs2hfqCz,Peak,140.0,26090.0,,
1bG6Q8sR8jda7ryI365y8o,Total,,32779827.0,,
1bG6Q8sR8jda7ryI365y8o,Peak,1.0,1678086.0,,
1bRsQtD0IJN7D0aCslMg44,Total,,355663.0,,
1bRsQtD0IJN7D0aCslMg44,Peak,89.0,136887.0,,
1dMJhYvyH7I4RGcLUWAg3p,Total,,100274.0,,
1dMJhYvyH7I4RGcLUWAg3p,Peak,39.0,11630.0,,
1dUmmBh2nw8XzEI3au0uFs,Total,,21000425.0,,
1dUmmBh2nw8XzEI3au0uFs,Peak,4.0,289666.0,,
1eXc2ZMStMsQ5cuUrFCnlO,Total,,525685.0,,
1eXc2ZMStMsQ5cuUrFCnlO,Peak,82.0,161461.0,,
1efLujNOuRkB1zwpNKGeea,Total,,81189.0,,
1efLujNOuRkB1zwpNKGeea,Peak,121.0,46302.0,,
1fFvYVg1v3rpUSqKNCUh7b,Total,,657375.0,,
1fFvYVg1v3rpUSqKNCUh7b,Peak,173.0,138657.0,,
1fMLlneaBGENo5jhG1nZrM,Total,,31855.0,,
1fMLlneaBGENo5jhG1nZrM,Peak,119.0,31855.0,,
1hyDeosKOqqI4YcqFgzNlQ,Total,,316445.0,,
1hyDeosKOqqI4YcqFgzNlQ,Peak,92.0,105325.0,,
1izPmgSW7FV6XFdEOiTvOY,Total,,23863739.0,,
1izPmgSW7FV6XFdEOiTvOY,Peak,27.0,238224.0,,
1j18WxScysqcVZnCSc90nV,Total,,46873.0,,
1j18WxScysqcVZnCSc90nV,Peak,184.0,46873.0,,
1jtrGtWxnZUeKtSN4Xxh1e,Total,,264688.0,,
1jtrGtWxnZUeKtSN4Xxh1e,Peak,174.0,43996.0,,
1lNJbioKb7Zue9sf2wcaWN,Total,,65476.0,,
1lNJbioKb7Zue9sf2wcaWN,Peak,115.0,38786.0,,
1m4BSQjgXAfoR4dBAapAr7,Total,,3817538.0,,
1m4BSQjgXAfoR4dBAapAr7,Peak,135.0,160862.0,,
1mKDbug8bbfDmLe7I4CJpe,Total,,20505375.0,,
1mKDbug8bbfDmLe7I4CJpe,Peak,2.0,221112.0,,
1n5vwy1usk9prr2Yuh9Lt8,Total,,82337.0,,
1n5vwy1usk9prr2Yuh9Lt8,Peak,111.0,45370.0,,
1nut0CDNqlXFtV4U3Md5ds,Total,,257076.0,,
1nut0CDNqlXFtV4U3Md5ds,Peak,83.0,74052.0,,
1o6cYDMHvKOfizi4d9Lqxr,Total,,33653227.0,,
1o6cYDMHvKOfizi4d9Lqxr,Peak,3.0,708196.0,,
1ojUtV3R0T0fKfFaAiCT2S,Total,,32675.0,,
1ojUtV3R0T0fKfFaAiCT2S,Peak,193.0,32675.0,,
1pJ2smpPxbfAYqPsrbcXFP,Total,,46993.0,,
1pJ2smpPxbfAYqPsrbcXFP,Peak,141.0,25081.0,,
1pQHqk6qWM5xbNeobMCGBZ,Total,,3365626.0,,
1pQHqk6qWM5xbNeobMCGBZ,Peak,3.0,275246.0,,
1pwyiEOvhXLvlpzTZcgfhe,Total,,1510144.0,,
