album,album_type,album_popularity,artists,disc_number,duration_ms,explicit,id,name,popularity,track_number,release_date,genres,stream_counts
Thiên Lý Ơi (Lofi),single,3,"['1 9 6 7', 'Jack - J97']",1,212971,False,6OQlJXXjpNWtRLQH0xXJXL,Thiên Lý Ơi (Lofi),8,1,2024-08-09,"['v-pop', 'vinahouse', 'lo-fi', 'vietnamese lo-fi']",17277.0
Thiên Lý Ơi (Remix),single,3,"['Jack - J97', 'Thưởng Thỏ']",1,174780,False,7nVu1gyciq39u1wEWnpzJf,Thiên Lý Ơi (Remix),8,1,2024-03-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",22236.0
Thiên Lý Ơi (New Version),single,2,"['Toxic Dope', 'Jack - J97']",1,224052,False,4rtmkcu38s7UNMsicddpwC,Thiên Lý Ơi (New Version),7,1,2024-03-30,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",18273.0
Thiên Lý Ơi Ver 2 (Lofi),single,1,"['1 9 6 7', 'Jack - J97']",1,204312,False,6xxBrmRVaE1obqwZrjDpnH,Thiên Lý Ơi Ver 2 (Lofi),5,1,2024-03-02,"['v-pop', 'vinahouse', 'lo-fi', 'vietnamese lo-fi']",10188.0
Thiên Lý Ơi (Slowed),single,1,"['Toxic Dope', 'Jack - J97']",1,336065,False,4FyW0ROp9lRneqkNbjXcWm,Thiên Lý Ơi (Slowed),5,1,2024-03-30,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",13535.0
Thiên Lý Ơi (Vinahouse),single,1,"['Moi DJ', 'Jack - J97']",1,201832,False,2OZPlcp79stz7EaOhtpend,Thiên Lý Ơi (Vinahouse),5,1,2024-03-08,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",11022.0
Thiên Lý Ơi Ver 2 (Remix),single,1,"['1 9 6 7', 'Jack - J97']",1,247210,False,13r7uwq0uRe6Htz8jSuAgM,Thiên Lý Ơi Ver 2 (Remix),5,1,2024-03-09,"['v-pop', 'vinahouse', 'lo-fi', 'vietnamese lo-fi']",10784.0
Thiên Lý Ơi (Slowed),single,1,"['Toxic Dope', 'Jack - J97']",1,264594,False,6DfA0fDCRUOnb4nBmtQQM6,Thiên Lý Ơi (Slowed),5,1,2024-03-30,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",14051.0
Thiên Lý Ơi (Remix),single,1,"['1 9 6 7', 'Jack - J97']",1,233334,False,6UJTdln3w24iK48tsIH49A,Thiên Lý Ơi (Remix),5,1,2024-03-08,"['v-pop', 'vinahouse', 'lo-fi', 'vietnamese lo-fi']",12064.0
Thiên Lý Ơi (Speed Up),single,1,"['KProx', 'Jack - J97']",1,314559,False,3vSA7ElC4h5EwOJJT4QGkr,Thiên Lý Ơi (Speed Up),4,1,2024-03-08,"['vinahouse', 'lo-fi', 'v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'bolero']",16933.0
Thiên Lý Ơi - Lofi,single,1,"['Mùa Nhạc Cũ', 'Jack - J97', 'Khôi Phạm']",1,225365,False,3EhGrlGsSZX3SEsSe5KIdQ,Thiên Lý Ơi - Lofi,5,1,2024-03-05,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",17840.0
Thiên Lý Ơi (Lofi),single,1,"['KProx', 'Jack - J97']",1,216632,False,6x1SkEJf6XHsYkbUzSC27l,Thiên Lý Ơi (Lofi),4,1,2024-03-08,"['vinahouse', 'lo-fi', 'v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'bolero']",15543.0
Thiên Lý Ơi (Remix),single,1,"['1 9 6 7', 'Jack - J97']",1,147975,False,0z5jmJaaOTZlRXbhFzGth0,Thiên Lý Ơi (Remix),4,1,2024-03-08,"['v-pop', 'vinahouse', 'lo-fi', 'vietnamese lo-fi']",16905.0
Thiên Lý Ơi (Lofi),single,1,"['Quanvrox', 'Jack - J97']",1,268788,False,1QWrWZBpmXGJf34Kg9mGd2,Thiên Lý Ơi (Lofi),5,1,2024-03-08,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",13819.0
Thiên Lý Ơi (Remix),single,1,"['1 9 6 7', 'Jack - J97']",1,145782,False,09LwZy3d5vpXyTkBLMmlON,Thiên Lý Ơi (Remix),4,1,2024-03-08,"['v-pop', 'vinahouse', 'lo-fi', 'vietnamese lo-fi']",12708.0
Là 1 Thằng Con Trai,single,0,['Jack - J97'],1,246428,False,1JpKKTvYYrpQFGmz5Fxdo6,Là 1 Thằng Con Trai,2,1,2023-01-19,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1754867.0
Hoa Hải Đường,single,0,['Jack - J97'],1,229589,False,1sBTJTlIZqsuIVnH93MP8x,Hoa Hải Đường,2,1,2023-01-19,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",9656676.0
"Đi Giữa Trời Rực Rỡ (From ""Đi Giữa Trời Rực Rỡ"")",single,50,['Ngô Lan Hương'],1,220839,False,62bwj2FZsr0ljcap1FEf8g,"Đi Giữa Trời Rực Rỡ - From ""Đi Giữa Trời Rực Rỡ""",60,1,2024-08-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",9445043.0
Tình Đắng Như Ly Cà Phê,single,40,"['Ngơ', 'NÂN']",1,215172,False,76k1sPEziUmM8ravfyjG1L,Tình Đắng Như Ly Cà Phê,50,1,2021-03-31,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",32530166.0
Yêu Đừng Sợ Đau (Remake),single,32,['Ngô Lan Hương'],1,204408,False,6vWgfrXEqjXhPvrJBrVwl7,Yêu Đừng Sợ Đau - Remake,41,1,2023-06-28,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",1322148.0
Tết Về Đi Con,single,29,"['Ngô Kiến Huy', 'Karik', 'Dilan Vũ']",1,253540,False,0NsorTQGYCqzgprLmWmKsi,Tết Về Đi Con,39,1,2024-12-20,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",257063.0
Em Như Nào Cũng Được,single,28,"['Ngô Lan Hương', 'DCROWNFLY']",1,246810,False,5TouWXmkNrM5mof9MAZEBf,Em Như Nào Cũng Được,38,1,2020-02-10,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",3069029.0
Bóng Cả,single,13,['Ngọc Sơn'],1,307657,False,5BsFuW6atMfnWUoowxbhPu,Bông Hồng Cài Áo,14,2,2025-02-08,"['v-pop', 'vietnamese bolero', 'vinahouse', 'bolero']",2239.0
Bóng Cả,single,13,['Ngọc Sơn'],1,315441,False,1IK8i9RKCQGWVGFvdpsv3O,Nước Mắt Muộn Màng,9,4,2025-02-08,"['v-pop', 'vietnamese bolero', 'vinahouse', 'bolero']",1137.0
Yêu Đừng Sợ Đau,single,27,['Ngô Lan Hương'],1,361562,False,5Mhd1fQK5DM4LqAlJiTgvq,Yêu Đừng Sợ Đau,36,1,2021-01-06,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",2147509.0
Cô Ấy Nói,single,31,['Ngô Anh Đạt'],1,302657,False,25wajEMmPahZAPtCduTd97,Cô Ấy Nói,35,1,2021-06-11,"['v-pop', 'vinahouse', 'lo-fi', 'vietnamese lo-fi']",1598434.0
Nhường Hạnh Phúc Cho Anh (Qinn Remix),single,32,"['Qinn Media', 'Ngọc Kayla', 'DC Tâm']",1,345377,False,5e9HXuKzLAFnlXGYeHVy8g,Nhường Hạnh Phúc Cho Anh (Qinn Remix),42,1,2023-04-03,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1242312.0
Chị Đẹp Đạp Gió 2024 - Công Diễn 2,album,44,"['Chị Đẹp Đạp Gió Rẽ Sóng', 'Mỹ Linh', 'Phương Thanh', 'Ngọc Ánh', 'Thuý Hiền', 'Châu Tuyết Vân', 'Hứa Kim Tuyền', 'N.T.B']",1,290000,False,5eILSTERXSC5uJ86eezbpt,"MỘT ""THẾ GIỚI"" = HAI GANG TAY",38,7,2024-11-30,"['v-pop', 'vietnamese bolero', 'vietnam indie', 'vietnamese lo-fi']",353625.0
Chị Đẹp Đạp Gió 2024 - Chung Kết,album,44,"['Chị Đẹp Đạp Gió Rẽ Sóng', 'Ái Phương', 'Đồng Ánh Quỳnh', 'Ngọc Ánh', 'Thuý Hiền', 'Maitinhvi']",1,312380,False,6tYKqXYgUn18wkPEbqyecF,CÔ GÁI ĐẾN TỪ HÔM QUA,38,6,2025-01-18,"['v-pop', 'vietnam indie']",124486.0
Người Vợ Cuối Cùng (Original Motion Picture Soundtrack),album,29,['Thùy Chi'],1,119827,False,5N9FD4PvFfzw0F1qu4BZWL,Bèo Dạt Mây Trôi,37,1,2023-11-10,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",1151372.0
Mua Oai Huong Nam Ay - Lavender's Love Story (Original Television Soundtrack),single,27,['Thùy Chi'],1,284457,False,5bV1PnXi6B8kYl1OIUZKlu,"Giữ Em Đi - From ""Mùa Oải Hương Năm Ấy""",37,1,2014-01-01,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",2812251.0
"Nàng Thơ Xứ Huế (From ""Nàng Thơ Xứ Huế"" Series)",single,27,['Thùy Chi'],1,267639,False,1HDxv1ZL0AlbT13GTOOPn0,Nàng Thơ Xứ Huế,36,1,2018-01-01,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",865176.0
Tuổi Hoa Mộng,album,27,['Thùy Chi'],1,285457,False,2iTzIxM3EcXXnWYyqnwbZ6,Xe Đạp,36,4,2017-09-25,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",6245788.0
Nói Chia Tay Thật Khó,single,17,"['Thùy Chi', 'Trấn Thành']",1,331084,False,7G53KNMkppNKzbVDA4KhaK,Nói Chia Tay Thật Khó (feat. Trấn Thành),26,1,2020-10-20,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero']",2533970.0
Ngôi Nhà Hạnh Phúc,album,21,['Thủy Tiên'],1,180035,False,4rKjuHonDIZjUM2h6honev,Chiếc Lá Cô Đơn,19,2,2004-01-01,"['v-pop', 'vietnamese bolero']",31078.0
Hơn Em Chỗ Nào,single,25,['Thùy Chi'],1,295750,False,2TqjLbM2E5I4ce6iWTdXly,Hơn Em Chỗ Nào,35,1,2022-12-05,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",3523705.0
The Best Of Thùy Chi 1,compilation,25,['Thùy Chi'],1,341106,False,7mGnyV8iszJprTTUxD3aua,Giấc Mơ Trưa,32,8,2012-05-10,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",1135521.0
Chị Đẹp Đạp Gió 2024 - Công Diễn 3,album,39,"['Chị Đẹp Đạp Gió Rẽ Sóng', 'Ái Phương', 'Phương Thanh', 'Ngọc Ánh', 'Châu Tuyết Vân', 'Thuý Hiền']",1,274285,False,2KCWQyjcHQMGfTTnClEuGG,ĐI VỀ NHÀ,30,7,2024-12-14,"['v-pop', 'vietnamese bolero', 'vietnam indie']",84257.0
The Best Of Thùy Chi 2,compilation,24,['Thùy Chi'],1,303177,False,1QoEs95UcKglqpcYx6qam1,Con Đường Hạnh Phúc,31,1,2012-12-15,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",2529598.0
The Best Of Thùy Chi 3,compilation,28,['Thùy Chi'],1,269531,False,7iYjIqTrM9fdncKjuDVnOa,Quê Tôi,30,5,2017-05-31,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",1808780.0
Chị Đẹp Đạp Gió 2024 - Công Diễn 1,album,40,"['Chị Đẹp Đạp Gió Rẽ Sóng', 'Ngọc Phước', 'Ngọc Anh', 'Thuý Hiền', 'Maitinhvi', 'NewL']",1,261000,False,5JQSTU23v3LJKZHBKlGRSd,ĐỂ TÔI ÔM EM BẰNG GIAI ĐIỆU NÀY,28,4,2024-11-16,"['traditional music', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero', 'bolero']",98901.0
The Best Of Thùy Chi 3,compilation,28,['Thùy Chi'],1,284238,False,1pGiZ76TOlctgVyTy34Smk,Xe Đạp,30,9,2017-05-31,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",6248669.0
Tám điệp khúc - Thúy Hà,album,12,['Thúy Hà'],1,342048,False,7dsYzV9TuPbhFZX95g9M4e,Chiều sân ga,11,3,2016-01-01,"['traditional music', 'vietnamese bolero', 'bolero']",52975.0
2 Người Đau 4 Người Hạnh Phúc,single,20,"['Vương Anh Tú', 'Thùy Chi']",1,230847,False,1kibEgJBeA0euiLCiYMKNk,2 Người Đau 4 Người Hạnh Phúc,29,1,2024-12-12,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",92351.0
Cha Và Con Gái,single,19,"['Nguyen Van Chung', 'Thùy Chi']",1,372637,False,1PyvrZuUbty0z8IJYGz8a1,Cha Và Con Gái,29,1,2012-09-09,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero']",251482.0
Minh Vương M4U Tuyển Tập (Vol.2),compilation,24,"['Minh Vương M4U', 'Thùy Chi']",1,277845,False,12KA0kbnxGvgeasCSsZmnj,Mưa,29,12,2018-10-19,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero']",2237828.0
Phiến Lá Tĩnh Lặng,single,18,['Thùy Chi'],1,307621,False,69EwGs863aPS8olgCWtZ8J,Phiến Lá Tĩnh Lặng,28,1,2021-04-20,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",2967791.0
Chung Kết: The Masked Singer Vietnam,single,30,"['Hà Trần', 'Thùy Chi', 'Ngọc Mai', 'Myra Trần']",1,320703,False,48zXCnT5uxYJCPQfm0aQM7,Dưới Ánh Đèn Sân Khấu,27,1,2023-01-04,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero']",793908.0
Gió Mùa Xuân Tới,compilation,30,"['Như Loan', 'Bảo Hân', 'Hồ Lệ Thu', 'Minh Tuyết', 'Ha Phuong', 'Loan Châu', 'Hương Thủy', 'Tú Quyên', 'Tâm Đoan', 'Thanh Truc']",1,314080,False,4V9ejQl4yJqTWkFt0Q0rWm,LK Chiều Xuân & Thì Thầm Mùa Xuân,26,10,2007-01-01,"['traditional music', 'vinahouse', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero', 'bolero']",434219.0
Đoản Khúc Cuối Cho Em,album,21,"['Lâm Thúy Vân', 'Don Hồ']",1,221666,False,2etpBYmBmKBTiJJUnJj6Ar,Chiều một mình qua phố,12,5,1994-02-01,"['v-pop', 'vietnamese bolero', 'bolero']",79585.0
Chiếc Lá Thu,single,2,"['Nhữ Thùy Dương', 'boum']",1,223350,False,4DbRRKO6FF1z0uWLtoSL3x,Chiếc Lá Thu,7,1,2023-11-15,"['v-pop', 'vietnam indie']",12259.0
SÓNG 2025 CONCERT,compilation,41,"['Thùy Chi', 'Nhật Hoàng']",1,297000,False,6IaWssYWuJqAuvtkesdanp,Anh Đã Làm Gì Đâu,25,8,2025-01-30,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",4544549.0
Vạn Lối Sầu,album,15,['Thúy Hà'],1,293802,False,7p7Jf151jgCPZFLUtAywJJ,Chín Tháng Quân Trường,12,5,2023-07-08,"['traditional music', 'vietnamese bolero', 'bolero']",31584.0
The Best Of Thùy Chi 3,compilation,28,['Thùy Chi'],1,307278,False,0RLK2sJy7YiSymsdQtr6YD,Mong Manh Tình Về,23,4,2017-05-31,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",1044164.0
Tập 11: The Masked Singer Vietnam,single,19,['Thùy Chi'],1,312708,False,5dWAzzTJShfqvmXESHT3xd,Duyên Mình Lỡ,23,1,2023-01-04,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",389658.0
Tiếng hát Thúy Hà Vol.1,album,13,['Thúy Hà'],1,320350,False,0O3gxy1Ce5IMediLucBkVr,Chỉ Còn Là Kỷ Niệm,11,5,2013-05-31,"['traditional music', 'vietnamese bolero', 'bolero']",28822.0
Chung Kết: The Masked Singer Vietnam,single,30,['Thùy Chi'],1,299008,False,1WanhMB9nLWEJBUrukstJJ,Giấc Mơ Trưa,23,2,2023-01-04,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",250137.0
Tết Vạn Lộc 2022,compilation,5,['Thúy Hà'],1,366146,False,5yll5w5IlNLj8j7xhJFeC6,Chỉ Hai Đứa Mình Thôi Nhé,10,6,2022-01-01,"['traditional music', 'vietnamese bolero', 'bolero']",8935.0
Chị Đẹp Đạp Gió 2024 - Vòng Solo,album,38,"['Chị Đẹp Đạp Gió Rẽ Sóng', 'Thuý Hiền', 'N.T.B']",1,142666,False,1vWYyM5h0EpKU2lVq6zd65,MỘT VÒNG VIỆT NAM,20,10,2024-11-02,"['v-pop', 'vietnam indie']",22798.0
Khúc Thụy Du (Thùy Dương 3),album,21,['Thùy Dương'],1,278826,False,6jdAk5XPfj6PZ3W4fDC7t6,Chiếc lá cuối cùng,9,6,1995-01-20,"['vietnamese bolero', 'bolero']",49242.0
Chung Kết: The Masked Singer Vietnam,single,30,['Thùy Chi'],1,307903,False,2b5g02BVm7jF6iNIa43BSD,Hơn Em Chỗ Nào,22,3,2023-01-04,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",327980.0
SÓNG 2025 CONCERT,compilation,41,"['Thùy Chi', 'Lương Bích Hữu', 'Hoàng Hải', 'Hà Trần']",1,409832,False,276qqkJmosWlcHEDWtd3U4,Mashup: Mùa Xuân Đầu Tiên - Phút Giao Thừa Lặng Lẽ,22,12,2025-01-30,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero', 'vietnamese lo-fi', 'bolero']",7716.0
Vạn Lối Sầu,album,15,['Thúy Hà'],1,291098,False,5bsHj8gkxwQ6VN6HuKD6s6,Chiều Tây Đô,6,4,2023-07-08,"['traditional music', 'vietnamese bolero', 'bolero']",10583.0
Minh Vương M4U Tuyển Tập (Vol.3),compilation,24,"['Minh Vương M4U', 'Thùy Chi']",1,286537,False,0WawctX1qn0P8eB8M4riCI,Xe Đạp,22,12,2018-10-19,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero']",140392.0
Nỗi Yêu Bé Dại,album,16,"['Thùy Chi', 'Duc Tri']",1,261626,False,1ozTB3RRvTvVspT5tucXVM,Hoa Nắng Tôi,20,1,2024-03-19,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",34038.0
Dáng Đứng Bến Tre,album,7,['Thúy Hà'],1,322709,False,5VTd4OsuMeIB8IXtVlqPe2,Chiếc Áo Bà Ba,6,2,2016-01-01,"['traditional music', 'vietnamese bolero', 'bolero']",56904.0
The Last Wife (Original Motion Picture Soundtrack),album,20,['Thùy Chi'],1,119827,False,0qpMD8LKGAH2qdw8eU0fct,Bèo Dạt Mây Trôi,26,1,2023-11-10,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",1154636.0
Quê Tôi (Remix),single,11,"['Trung Nguyên', 'Thùy Chi']",1,318197,True,34ucqok08bZotoaqkMkLX1,Quê Tôi - Remix,19,1,2021-07-23,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']",322612.0
The Best Of Thùy Chi 1,compilation,25,['Thùy Chi'],1,227207,False,4DGCTtbFVHWA6747d2omYu,Gặp Mẹ Trong Mơ,19,6,2012-05-10,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",203552.0
The Best Of Thùy Chi 3,compilation,28,['Thùy Chi'],1,364956,False,52Wmaeb2gNHObO3WlwpEvw,Tình Yêu Tôi Hát,18,7,2017-05-31,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",607611.0
Nói Chia Tay Thật Khó (Acoustic Version),single,5,['Thùy Chi'],1,337777,False,14bVOjJsUuigmgzZXvmNfJ,Nói Chia Tay Thật Khó - Acoustic Version,11,1,2020-11-29,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",216966.0
The Best Of Thùy Chi 2,compilation,24,['Thùy Chi'],1,280502,False,5KGah1K69G2XJeOjEDCzYu,Mưa,18,10,2012-12-15,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",2238886.0
"Không Sao Mà, Em Đây Rồi (Thong Dong Mà Hát)",single,9,['Thùy Chi'],1,184385,False,5c6tRxRI8RfJDx1bjmOrWD,"Không Sao Mà, Em Đây Rồi (Thong Dong Mà Hát)",18,1,2022-06-20,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",285778.0
SẼ CHIẾN THẮNG X VIỆT NAM ƠI (Remix),single,3,"['BEAR MUSIC GROUP', 'Thủy Tiên']",1,392326,True,0Gh6r9cUhOoxU9Vzk1Vfiz,SẼ CHIẾN THẮNG X VIỆT NAM ƠI - Remix,9,1,2025-01-11,"['v-pop', 'vinahouse', 'vietnamese bolero']",2349.0
Tuổi Teen Vol 1 - Hát Ru @,compilation,9,['Thùy Chi'],1,264685,False,5Ulc0ZAPCP5Pzi6lHA0NYF,Chuyện,17,2,2015-01-01,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']",318465.0
Ngày Đẹp Trời Để Nói Chia Tay,single,49,['Lou Hoàng'],1,220223,False,3Alwi53Ahc2GwHgvel42b2,Ngày Đẹp Trời Để Nói Chia Tay,59,1,2024-06-13,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",16579261.0
Dữ Liệu Quý,single,65,"['Dương Domic', 'Lou Hoàng']",1,226415,False,29Tj2R8sZZ3fzlXZVe1OyY,Pin Dự Phòng,59,3,2024-11-22,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']",4461377.0
Yêu Một Người Có Lẽ,single,45,"['Lou Hoàng', 'Miu Lê']",1,253524,False,2o4dDfLK6NVI7TjBm5VoMv,Yêu Một Người Có Lẽ,55,1,2016-03-07,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnamese lo-fi']",27280379.0
"Không Sao Mà, Em Đây Rồi",single,43,"['SUNI', 'Lou Hoàng']",1,267961,False,5SzRpDS2jfB3Zl6uQL5HCQ,"Không Sao Mà, Em Đây Rồi",53,1,2019-07-25,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",12547610.0
Yêu Em Dại Khờ,single,39,['Lou Hoàng'],1,270000,False,3lyI1YkYDjyJVueTsmo9qk,Yêu Em Dại Khờ,49,1,2019-01-01,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",6358530.0
"ANH TRAI ""SAY HI"", Tập 7",single,50,"['ANH TRAI ""SAY HI""', 'Dương Domic', 'Quang Hùng MasterD', 'Lou Hoàng', 'Song Luân', 'Bảo Anh']",1,272926,False,6lhwqbxrVsfCdTpfb7ga34,"CỨ ĐỂ ANH TA RỜI ĐI (feat. Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân & Bảo Anh)",45,4,2024-08-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero', 'vietnamese lo-fi']",3943736.0
Mình Là Gì Của Nhau,single,36,['Lou Hoàng'],1,295352,False,4Wc98oLOg1IuVCGqIhTDVj,Mình Là Gì Của Nhau,46,1,2016-09-21,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",7455529.0
Cảm Giác Lúc Ấy Sẽ Ra Sao,single,35,['Lou Hoàng'],1,252923,False,02fKj4He0UVECRfYkIT4EJ,Cảm Giác Lúc Ấy Sẽ Ra Sao,44,1,2019-03-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",3625445.0
"ANH TRAI ""SAY HI"" (Live Stage 3)",album,53,"['ANH TRAI ""SAY HI""', 'Dương Domic', 'Quang Hùng MasterD', 'Lou Hoàng', 'Song Luân', 'Bảo Anh']",1,272926,False,786cTF2koRtvnQd4HZCrJi,"CỨ ĐỂ ANH TA RỜI ĐI (feat. Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân & Bảo Anh)",42,4,2024-08-29,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero', 'vietnamese lo-fi']",3943736.0
Là Bạn Không Thể Yêu,single,32,['Lou Hoàng'],1,271384,False,1KjuvTyTPjtLespTVXIGFe,Là Bạn Không Thể Yêu,42,1,2019-09-29,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",3046681.0
Bắt Cóc Con Tim,single,31,['Lou Hoàng'],1,197549,False,3ho1OQb9SFtCt3MIiRZ8Si,Bắt Cóc Con Tim,41,1,2022-06-30,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",7874981.0
Một Mình Có Buồn Không,single,26,"['Thiều Bảo Trâm', 'Lou Hoàng']",1,266285,False,5sjv4b9QS6l74Q3PuQPbJU,Một Mình Có Buồn Không (feat. Lou Hoàng),36,1,2020-10-21,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",5965409.0
"ANH TRAI ""SAY HI"" (Live Stage 2)",album,56,"['ANH TRAI ""SAY HI""', 'Pham Dinh Thai Ngan', 'Lou Hoàng', 'Hải Đăng Doo', 'Gin Tuấn Kiệt']",1,218285,False,3LlF9Jq4kTsRveMkLVS9V0,"YOU HAD ME AT HELLO (feat. Phạm Đình Thái Ngân, Lou Hoàng, Hải Đăng Doo & Gin Tuấn Kiệt)",27,3,2024-08-06,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']",961595.0
Tối Nay Một Mình,single,18,['Lou Hoàng'],1,250325,False,5cn2N0SIuLBYao6Jj1ieD6,Tối Nay Một Mình,28,1,2018-03-29,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",635154.0
Bình Minh,single,19,"['Hoàng Duyên', 'Lou Hoàng']",1,228272,False,11Wf5DVdJHEs2zUeoKIW0c,Mưa Dầm Thấm Lâu,21,1,2024-09-03,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",99741.0
Ngày Đẹp Trời Để Nói Chia Tay (Slow Version),single,13,['Lou Hoàng'],1,259732,False,5BXTeLvs0fvFPvdK4hbT4r,Ngày Đẹp Trời Để Nói Chia Tay - Slow Version,22,1,2024-08-11,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",121783.0
"ANH TRAI ""SAY HI"" (Live Stage 2)",album,56,"['ANH TRAI ""SAY HI""', 'Isaac', 'HIEUTHUHAI', 'Đức Phúc', 'ERIK', 'Quân A.P', 'Quang Hùng MasterD', 'Lou Hoàng', 'Pháp Kiều', 'WEAN']",1,197408,False,6ZNGcBa4KSj8i1KTjoIWp1,"I.C.O.N (feat. Isaac, HIEUTHUHAI, Đức Phúc, ERIK, Quân A.P, Quang Hùng MasterD, Lou Hoàng, Pháp Kiều, WEAN, Negav, Hải Đăng Doo, Gin Tuấn Kiệt, Ali Hoàng Dương, Nicky, Vũ Thịnh & Công Dương)",18,9,2024-08-06,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",1906945.0
Tuyển Tập Nhạc Hay,album,14,"['Garena Free Fire', 'AMEE', 'Lou Hoàng']",1,215999,False,0OHXg0Vh9XIqTTgoJXSt57,Ngàn lần - 1000x,18,7,2020-12-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",153772.0
