album,album_type,album_popularity,artists,disc_number,duration_ms,explicit,id,name,popularity,track_number,release_date,genres,stream_counts
Đi Về Nhà,single,50,"['Đen', 'JustaTee']",1,200000,False,7LVrrX8pkzI9fMF88nGabt,Đi Về Nhà,61,1,2020-12-20,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",40920596.0
CUA,single,40,"['MANBO', 'HIEUTHUHAI']",1,193475,True,0ReId5SRMspb6ISw0rBsBN,CUA,50,1,2020-04-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",13677572.0
Hẹn Gặp Em Dưới Ánh Trăng,single,53,"['MANBO', 'HIEUTHUHAI', 'HURRYKNG']",1,222000,False,0s7RyyUlQfd8mnnboHe18n,Hẹn Gặp Em Dưới Ánh Trăng,63,1,2020-09-25,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",26714031.0
24h,single,41,['Lyly'],1,257000,False,4inMQ83GNpQ2OHDredH5hW,24h,51,1,2020-10-28,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",13689452.0
dreaAMEE,album,53,['AMEE'],1,216500,False,5tdz7T4hTxA1ipJMBe24uX,"ex's hate me, Pt.2",55,7,2020-06-20,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",22623509.0
Đường Tôi Chở Em Về,single,47,['buitruonglinh'],1,266000,False,27F22WcGDyl4Z2KylVJkXL,Đường Tôi Chở Em Về,57,1,2020-07-03,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",19129672.0
Blue Tequila,single,42,['Táo'],1,202624,False,4MRXbWH2BzuUZcoabj6HRh,Blue Tequila,52,1,2020-08-27,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']",20057093.0
Có Chắc Yêu Là Đây,single,45,['Sơn Tùng M-TP'],1,202105,False,6aaNsCMWPBaUuJE1grH6Po,Có Chắc Yêu Là Đây,55,1,2020-07-06,"['v-pop', 'vinahouse', 'vietnamese hip hop']",31219156.0
The Playah,single,45,['SOOBIN'],1,225358,False,0SmQ0UWeiHKQtxUej4Rem6,Tháng Năm,54,3,2020-12-15,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",20029349.0
Cứ Chill Thôi,single,41,"['Chillies', 'SUNI', 'Rhymastic']",1,270000,False,014DA3BdnmD3kI5pBogH7c,Cứ Chill Thôi,51,1,2020-07-11,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",37074948.0
bao tiền một mớ bình yên?,single,40,"['14 Casper', 'Bon Nghiêm']",1,300000,False,3wn8HJNjkY4wzTBy35ZvQ6,bao tiền một mớ bình yên?,50,1,2020-01-01,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",39765538.0
Chờ Đợi Có Đáng Sợ,single,44,['Andiez'],1,282666,False,4h3K653rm69JYWpO4du2BJ,Chờ Đợi Có Đáng Sợ,54,1,2020-07-20,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",21841490.0
Dù Cho Mai Về Sau,single,46,['buitruonglinh'],1,233975,False,4Iz5EWPCAT8jYNk4IpLoll,Dù Cho Mai Về Sau,56,1,2020-11-17,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",27952764.0
Bật Nhạc Lên,single,44,"['HIEUTHUHAI', 'Harmonie']",1,200000,False,0hiQvlWSSTr7n1kc1X2Lus,Bật Nhạc Lên,54,1,2020-06-12,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",22868189.0
"Em Không Sai, Chúng Ta Sai",single,45,['ERIK'],1,291529,False,3yWacnoBnM0lrzLmXAk44d,"Em Không Sai, Chúng Ta Sai",55,1,2020-05-07,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",17982561.0
Làm Gì Phải Hốt,single,43,"['Hoàng Thùy Linh', 'JustaTee', 'Đen']",1,189296,False,34zLev2Poav7NqDi6zWTtb,Làm Gì Phải Hốt,53,1,2020-01-05,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",12449404.0
25,album,41,['Hoàng Dũng'],1,254476,False,1w3eUC89GPspKpi62tPwjt,Nàng Thơ,50,1,2020-12-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",36506943.0
Có Em Chờ,single,39,['MIN'],1,234000,False,6KIhgRkprgyJNERRMu7Quh,Có Em Chờ,49,1,2020-06-30,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",15251180.0
23:40,single,40,['Hào'],1,224169,False,6qyK9SquQSHvNzrGHEUYNV,23:40,50,1,2020-12-23,"['v-pop', 'vietnam indie']",8374253.0
Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),single,50,"['Emcee L (Da LAB)', 'Da LAB', 'Badbies']",1,234168,False,5BTzf3doGTigDIYUFtbkI9,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),60,1,2020-12-29,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",48528684.0
Chúng Ta Của Hiện Tại,single,49,['Sơn Tùng M-TP'],1,301538,False,1J3SmWwlYAG68LGKr86MVH,Chúng Ta Của Hiện Tại,59,1,2020-12-20,"['v-pop', 'vinahouse', 'vietnamese hip hop']",58376821.0
Gác Lại Âu Lo,single,41,"['Da LAB', 'Miu Lê']",1,282628,False,1mKDbug8bbfDmLe7I4CJpe,Gác Lại Âu Lo (feat. Miu Lê),51,1,2020-07-25,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",33111919.0
dreaAMEE,album,53,['AMEE'],1,253500,False,2SykQzXuFSeprST1uDjj1m,trời giấu trời mang đi,52,6,2020-06-20,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",18882723.0
Dù Cho Mai Về Sau (Acoustic Version),single,42,['buitruonglinh'],1,213490,False,11hcyWq7qSwBE3bvv5Ialn,Dù Cho Mai Về Sau - Acoustic Version,52,1,2020-01-12,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",18576471.0
dreaAMEE (acoustic version),album,41,"['AMEE', 'Hoàng Dũng']",1,204230,False,5zmAoCuKCbcawLtGiWF2PP,từ thích thích thành thương thương,49,5,2020-12-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",22951847.0
Chuyện Rằng,single,42,['Thịnh Suy'],1,272152,False,7oBUoEbCDF748UkHnLusUB,Chuyện Rằng,52,1,2020-08-08,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",34709462.0
Muốn Nói Với Em,single,39,"['T Team', 'DT TAP RAP']",1,233513,False,5Um995yUx3GSJ6uNOMaaP4,Muốn Nói Với Em,50,1,2020-06-06,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",18749787.0
Lonely Night,single,31,['BEN'],1,215693,False,3VGFK4wjvcfndCNms0o7wf,Lonely Night,40,1,2020-12-02,['v-pop'],2430535.0
3 1 0 7 - 2 (feat. DuongG & Nau),single,44,"['W/N', 'Duongg', 'Nau']",1,268524,False,2PYDUM2IC01FOTDLQdFxJP,3 1 0 7 - 2 (feat. DuongG & Nau),54,1,2021-02-04,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",24300129.0
Khi Em Lớn,single,44,"['Orange', 'Hoàng Dũng']",1,228094,False,5nD5PVXUkIpv0WcwfNFrgS,Khi Em Lớn,55,1,2021-04-20,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",25471691.0
Cho Mình Em,single,43,"['Binz', 'Đen']",1,206400,False,51bYFYWODfYOZU0rwvjiCc,Cho Mình Em,53,1,2021-04-01,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",16891896.0
Tình Đắng Như Ly Cà Phê,single,40,"['Ngơ', 'NÂN']",1,215172,False,76k1sPEziUmM8ravfyjG1L,Tình Đắng Như Ly Cà Phê,50,1,2021-03-31,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",32518183.0
An Thần,single,48,"['Low G', 'Thắng']",1,174286,False,5T6j0rfpCDBzAxC8Fpd0N7,An Thần,59,1,2021-10-21,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",41535009.0
Muộn Rồi Mà Sao Còn,single,48,['Sơn Tùng M-TP'],1,275905,False,4vfhartd7HDWGJbdVIycEu,Muộn Rồi Mà Sao Còn,58,1,2021-04-29,"['v-pop', 'vinahouse', 'vietnamese hip hop']",49917534.0
Sài Gòn Hôm Nay Mưa,single,47,"['JSOL', 'Hoàng Duyên']",1,247058,False,1xoadYaxtOp9gHDwgmPDuz,Sài Gòn Hôm Nay Mưa,57,1,2021-05-29,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",42446761.0
Ánh Sao Và Bầu Trời,single,48,['T.R.I'],1,260571,False,5iZHnufFUgATzrpGgH1K0W,Ánh Sao Và Bầu Trời,58,1,2021-09-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",42515317.0
Rapitalove,single,49,"['Rapital', 'Groovie Lã Thắng', 'tlinh', 'RPT MCK']",1,243750,False,7fNHfgOxPLcg4mQLhCnOHB,XTC (Xích Thêm Chút) (Remix),55,6,2021-06-21,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",20109366.0
Fragile,album,43,['Hà Anh Tuấn'],1,310066,False,53zusvCJkyGYjEZ6bnLIjh,Tháng Tư Là Lời Nói Dối Của Em,52,4,2021-06-01,"['v-pop', 'vietnam indie']",14116964.0
Tán Gái 505,single,43,['Low G'],1,155818,False,6DyotcCWPqKQT8YWireU6L,Tán Gái 505,53,1,2021-05-31,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",17915166.0
Chúng Ta Sau Này,single,41,['T.R.I'],1,211200,False,5IO873C4IP8pXdsXcJiBes,Chúng Ta Sau Này,52,1,2021-01-29,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",17049685.0
GIAYPHUT,single,42,['kidsai'],1,205846,False,07b849p3xuq03EdlAo4CKX,GIAYPHUT,52,1,2021-08-06,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",16221692.0
Internet Love,single,42,['VSTRA'],1,219082,False,77RvUHyV6dKacfOGDR8A75,Internet Love,52,1,2021-02-14,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",17870888.0
Em Không Hiểu,single,46,"['Changg', 'Minh Huy']",1,237419,False,1izPmgSW7FV6XFdEOiTvOY,Em Không Hiểu,56,1,2021-06-28,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",27557663.0
"3107 3 (feat. Nâu, titie, Dươngg)",single,47,"['W/N', 'Duongg', 'Nau', 'titie']",1,240000,False,1EmMFSLRVkOszCa4ul9z0F,3107 3,57,1,2021-07-31,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",35595489.0
Nghe Như Tình Yêu,single,50,['HIEUTHUHAI'],1,193049,False,1J12HjUuXfJnaUdubTEzSR,Nghe Như Tình Yêu,60,1,2021-07-09,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",33497529.0
Chuyện Đôi Ta (feat. Muộii),single,51,"['Emcee L (Da LAB)', 'Da LAB', 'Muộii (Starry Night)']",1,208048,False,4CUvVaAYuXtvYURLFz7EIL,Chuyện Đôi Ta (feat. Muộii),61,1,2021-12-01,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",57350104.0
Say Đắm Trong Lần Đầu,single,41,['Winno'],1,186160,False,3nAwC1qVqRQYiRCrp6q1dU,Say Đắm Trong Lần Đầu,52,1,2021-11-09,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",13785464.0
Rapitalove,single,49,"['Rapital', 'RPT MCK', 'Phongkhin']",1,165000,True,41aMYNen9G7uUbqLfV65cF,Tay To,51,5,2021-06-21,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",19083058.0
Over The Moon,album,50,"['MONSTAR', 'GREY D', 'NICKY', 'VƯƠNG BÌNH']",1,245333,False,6jcLKVmEKAQIXIVHJZ8vzS,tình yêu chậm trễ,55,2,2021-08-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",24286495.0
Thức Giấc,single,47,['Da LAB'],1,269021,False,1MiJk3dXC5jzhvLFP0dUM7,Thức Giấc,57,1,2021-07-14,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",36859629.0
Tiny Things,single,43,['Thịnh Suy'],1,158400,False,4AgFXIVT7hVhBZ5DEOaLu3,tiny love,53,2,2021-12-05,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",31561919.0
Thích Em Hơi Nhiều,single,43,['Wren Evans'],1,171741,False,45Mswno1F7FoZkcmQkp7fi,Thích Em Hơi Nhiều,53,1,2021-06-18,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",38343447.0
Over The Moon,album,50,"['MONSTAR', 'GREY D', 'VƯƠNG BÌNH']",1,218026,False,54UNNgtE3zzERwTuWSQLqd,có hẹn với thanh xuân,50,7,2021-08-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",37337021.0
grey cloud,single,69,['ame'],1,131500,False,3L1JHXiqNOJ57w3n2R3HyU,raining for hours,80,2,2021-08-13,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",645233450.0
HALB:VIER DELUXE,single,47,"['BHZ', 'Ion Miles', 'Monk', 'Dead Dawg', 'Big Pat', 'Longus Mongus']",1,261626,True,7BfRyF3eUgZxXBmt01PBZY,ATZENMODUS,57,3,2021-07-16,"['v-pop', 'german hip hop', 'vietnamese hip hop', 'vinahouse']",51873845.0
Mere End Musik,album,46,"['Benny Jamz', 'Gilli', 'KESI', 'B.O.C']",1,219072,False,2GajeoOS17ifAmYX8xxPZw,Ibiza,50,5,2021-06-18,"['v-pop', 'dansktop']",43041010.0
Buongiorno,single,33,['KIDD'],1,185143,False,4vAReYtMpAAFK6cyTE8WkZ,Buongiorno,43,1,2021-02-14,['v-pop'],27934363.0
08 ZOO,album,49,['23'],1,110163,True,5cKilVQ9iZamOzodVcYQZ2,Trapper Of The Year (Intro),51,9,2021-11-26,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",31305510.0
một đời,single,46,"['14 Casper', 'Bon Nghiêm', 'buitruonglinh']",1,328240,False,7zJ6yuuOnjjRqbKv1zfCAl,một đời,56,1,2022-12-21,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",16777115.0
Thằng Điên,single,47,"['JustaTee', 'Phương Ly']",1,234000,False,27Z9T0mSWHYWSj9SNOGvyt,Thằng Điên,57,1,2022-07-11,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",32710108.0
Don't Côi,single,46,"['RPT Orijinn', 'Ronboogz']",1,148880,True,3ukrFH17Zl6iEZ2QJ1Zwiy,Don't Côi,57,1,2022-11-20,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",37213493.0
KOSMIK,compilation,46,['JustaTee'],1,217500,False,5kJMW3pK49PvQDtpVryHf5,Forget About Her,55,9,2022-10-31,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",6216542.0
Đã Lỡ Yêu Em Nhiều,single,44,['JustaTee'],1,261105,False,3J3nv18iIrOhca1ZWNeuyW,Đã Lỡ Yêu Em Nhiều,54,1,2022-07-11,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",17910892.0
ngủ một mình (tình rất tình),single,49,"['HIEUTHUHAI', 'Negav', 'Kewtiie']",1,192000,False,65aTHDZWUdh6WIafu9MtNF,ngủ một mình (tình rất tình),59,1,2022-12-15,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",34420424.0
vaicaunoicokhiennguoithaydoi,single,49,"['GREY D', 'tlinh']",1,225862,False,5PLjpBivzvuaIIqqkQgnRK,vaicaunoicokhiennguoithaydoi,59,1,2022-06-20,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",57939379.0
Chơi Như Tụi Mỹ,single,45,['Andree Right Hand'],1,160848,False,255vSRpVq5YYKBJiem1BVx,Chơi Như Tụi Mỹ,55,1,2022-12-30,"['vietnamese hip hop', 'vinahouse', 'v-pop']",26695463.0
Như Anh Đã Thấy Em,single,44,"['PhucXp', 'Freak D']",1,302000,False,7h2zqUH4bYyknNUxsYnS5V,Như Anh Đã Thấy Em,54,1,2022-05-20,"['v-pop', 'lo-fi', 'vietnam indie', 'vietnamese lo-fi']",19253562.0
dự báo thời tiết hôm nay mưa - Maxi Single,single,48,['GREY D'],1,281493,False,65cM1nyMf9pFDZVV8xmPX9,dự báo thời tiết hôm nay mưa,58,2,2022-11-22,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",31167084.0
Em iu,single,45,"['Andree Right Hand', 'Wxrdie', 'Bình Gold', '2pillz']",1,179986,True,5cml547MByVlaVrKU2lJTg,Em iu,55,1,2022-01-30,"['vietnamese hip hop', 'vinahouse', 'v-pop', 'vietnam indie']",21636990.0
Ngày Đầu Tiên,single,42,['Đức Phúc'],1,208939,False,5Msoarj5hk9LguTtiIyqug,Ngày Đầu Tiên,52,1,2022-02-11,"['v-pop', 'vinahouse', 'vietnam indie']",25876677.0
2AM,single,48,"['JustaTee', 'BigDaddy']",1,258281,False,3DLtPObflLQBodZN8qGODT,2AM,58,1,2022-05-10,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",27537919.0
22,album,48,"['MONO', 'Onionn.']",1,197333,False,6GxdtMg7DdomU79EodUpfk,Em Là,53,3,2022-08-18,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']",19906637.0
"3107 4 (feat. Erik, Nâu)",single,45,"['W/N', 'ERIK', 'Nau']",1,213913,False,45PPoUgqs3JrhkZGEzSUHT,"3107 4 (feat. Erik, Nâu)",55,1,2022-07-31,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",19699676.0
Khi Mà,single,45,['Ronboogz'],1,228630,False,0Lf0ydJp4nbcEkYgPtIUuD,Khi Mà,55,1,2022-12-12,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",11140543.0
Vọng,album,46,['buitruonglinh'],1,296000,False,37rvzhxln4fXxaD6eG1bbR,Yêu Người Có Ước Mơ,51,4,2022-12-14,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']",14519374.0
Một Vạn Năm,album,51,['Vũ.'],1,278823,False,6uxuJ8Fr1AAfSPJUF9N1yr,Bước Qua Mùa Cô Đơn,53,7,2022-09-09,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",35907120.0
Em Không Khóc (feat. Vũ Phụng Tiên),single,47,"['buitruonglinh', 'Vũ Phụng Tiên']",1,269624,False,4N99EuIjwSSFFFMDfTeOLU,Em Không Khóc (feat. Vũ Phụng Tiên),57,1,2022-03-28,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",19197688.0
Hương Mùa Hè,compilation,50,"['GREY D', 'Orange', 'Kai Đinh']",1,259114,False,3AejRjgBsFV4HWHjJmmEP7,lời tạm biệt chưa nói,54,14,2022-07-24,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",20958039.0
Gieo,album,51,"['Ngọt', 'Mạc Mai Sương']",1,202166,False,6Wi18yv3aoO0ZF4uulguof,Đá tan,52,8,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",12177682.0
Hương Mùa Hè,compilation,50,"['SUNI', 'Hoàng Dũng', 'GREY D', 'Orange', 'tlinh']",1,222000,False,2qWP5ZarXRsdmxzz3L3BtP,có hẹn với thanh xuân,54,17,2022-07-24,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",22392594.0
Chạy Khỏi Thế Giới Này,single,41,['Da LAB'],1,255429,False,2e6uyFP80Vuaz7V7bDWD0e,Chạy Khỏi Thế Giới Này,51,1,2022-06-30,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",42117402.0
Vì Anh Đâu Có Biết,single,50,"['Madihu', 'Vũ.']",1,241919,False,6VXVYATpQXEIoZ97NnWCmn,Vì Anh Đâu Có Biết,60,1,2022-08-04,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",54378892.0
Lý Do Nào Để Quay Lại Với Nhau,single,43,"['PAR SG', 'New$oulZ']",1,116142,False,11OxuU5y7ebAJyKaY8dOl0,Lý Do Nào Để Quay Lại Với Nhau,54,1,2022-05-20,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']",14534851.0
Một Vạn Năm,album,51,"['Vũ.', 'TRANG']",1,276500,False,7eDrdQ7PK9Xm1CZCKWsgmH,Anh Nhớ Ra (feat. TRANG),53,9,2022-09-09,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",19333023.0
Có em,single,46,"['Madihu', 'Low G']",1,218512,False,6Hs2xIgB8nzyGFDvVA8lFa,Có Em,56,1,2022-04-22,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",39050920.0
Door To Nowhere,album,46,['Thịnh Suy'],1,256663,False,1dUmmBh2nw8XzEI3au0uFs,Chết Trong Em,53,5,2022-11-17,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",24241810.0
Nói Dối,single,47,['Ronboogz'],1,206139,False,3ET3xHCLMGd57u06A9RjJ0,Nói Dối,57,1,2022-12-12,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",15397398.0
Gold,single,49,['Loi'],1,170370,False,54eE5H6F1HhyM5L4fRLq8s,Gold,60,1,2022-09-16,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",99683663.0
Lovini,single,36,['Mons'],1,189692,False,7f783hK2ilf4bwfayaNvdB,Lovini,46,1,2022-06-16,"['v-pop', 'vietnam indie']",18545502.0
id 072019,single,50,['W/N'],1,271704,False,1o6cYDMHvKOfizi4d9Lqxr,id 072019,60,1,2023-07-31,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",35288659.0
ĐỢI (Prod. RIO),single,49,"['52Hz', 'RIO']",1,197000,False,5C1O3fpMsiisJpHiB1uuDf,ĐỢI (Prod. RIO),59,1,2023-12-15,"['special purpose', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'special purpose artist', 'compilation']",19860062.0
Wrong Times,single,57,"['Puppy', 'Dangrangto']",1,211200,False,3uT8QfoX0BE8ZJa4h98LDW,Wrong Times,67,1,2023-05-17,"['v-pop', 'vietnamese hip hop']",30604271.0
Simp Gái 808,single,49,['Low G'],1,161948,True,5J3m0taZ0W1E9HTE0MwcSv,Simp Gái 808,59,1,2023-10-18,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",30253529.0
Bạn Đời,single,46,"['Karik', 'GDucky']",1,300718,False,0kHgteR4TV4LO80wrasDSR,Bạn Đời,56,1,2023-10-04,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",28923017.0
Love is,single,52,['Dangrangto'],1,266758,False,226ljdOTLM2clGpm4mZvAm,Love is,62,1,2023-06-27,"['vietnamese hip hop', 'v-pop']",9214243.0
Chịu Cách Mình Nói Thua,single,54,"['RHYDER', 'CoolKid', 'BAN']",1,181558,False,3ZbZtdEw9U0uZW4tZItIwq,Chịu Cách Mình Nói Thua,64,1,2023-11-22,"['v-pop', 'vietnamese hip hop']",40295269.0
Anh Muốn Nhìn Thấy Em,single,46,"['The Wind', 'Dangrangto']",1,212000,False,5VGOYjxkEaf19LoRPIolD2,Anh Muốn Nhìn Thấy Em,56,1,2023-07-27,"['v-pop', 'vietnamese hip hop']",3582409.0
Chuyện Chúng Ta Sau Này,single,48,"['Hải Đăng Doo', 'Weeza']",1,245778,False,0QIBqBajZLLcWfL6mpVsN3,Chuyện Chúng Ta Sau Này,58,1,2023-03-25,"['v-pop', 'vietnamese hip hop']",8313092.0
Ai Cũng Phải Bắt Đầu Từ Đâu Đó,album,64,"['HIEUTHUHAI', 'marzuz']",1,201589,False,4nXrVH5xwN1w6TpmP7uu8n,Exit Sign,67,7,2023-10-16,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",43366350.0
Tập 14: The Masked Singer Vietnam mùa 2,single,47,"['The Masked Singer', 'Lâm Bảo Ngọc', 'Hứa Kim Tuyền']",1,303968,False,3K7RddI2L8Wiv7uIbrhfLc,Rồi Em Sẽ Gặp Một Chàng Trai Khác,56,4,2023-11-12,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']",21165624.0
Sau Cơn Mưa,single,54,"['CoolKid', 'RHYDER']",1,154756,False,4fj4Jn4nw8fGX8xdbCntJf,Sau Cơn Mưa,64,1,2023-07-28,"['v-pop', 'vietnamese hip hop']",40053813.0
Cao Ốc 20,single,45,['B Ray'],1,254688,False,1R1AFI3iNOYr0pGHwjFQBG,Cao Ốc 20,56,1,2023-05-16,"['vietnamese hip hop', 'vinahouse', 'v-pop', 'vietnam indie']",15177423.0
Ai Cũng Phải Bắt Đầu Từ Đâu Đó,album,64,['HIEUTHUHAI'],1,170898,False,6D94p9ASguBcYlDC0o56vx,NOLOVENOLIFE,62,13,2023-10-16,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']",25961596.0
99%,album,58,['RPT MCK'],1,194005,False,3YctJXK6kznnWl68TnYobN,Anh Đã Ổn Hơn,57,14,2023-03-02,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",39260003.0
"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",single,47,"['VSOUL', 'RPT MCK', 'Obito', 'Ronboogz', 'Boyzed']",1,291750,False,4OXAneZHFJyQV1RuzCzmH3,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",57,1,2023-12-25,"['vietnamese hip hop', 'v-pop', 'vietnam indie']",27093002.0
BADBYE,single,48,['WEAN'],1,202966,False,78lw4wahFNotXb0mOEtPkM,BADBYE,58,1,2023-06-09,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",15736313.0
nhắn nhủ,single,50,['Ronboogz'],1,241190,False,2uZmeuNAxSm7XfVIwLkhCx,nhắn nhủ,61,1,2023-12-12,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",24567979.0
Luv,single,49,"['Shartnuss', 'Tr.D', 'Phankeo']",1,254304,False,6kCU6i8iRrAAmJJ8Sj4JYC,Nắng có mang em về,59,3,2023-10-21,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",13128722.0
